real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
33,1,1.266,1.653,1.917,2.012,2.089,2.628,3.299,3.641,3.847,1,1.533,2.306,2.835,3.024,3.178,4.255,5.598,6.282,6.695
34,1,1.19,1.318,1.373,2.389,3.401,3.639,4.008,4.283,4.483,1,1.381,1.637,1.746,3.779,5.802,6.277,7.017,7.566,7.965
35,1,1.143,1.222,1.689,2.205,2.32,2.535,3.478,4.258,4.303,1,1.287,1.444,2.378,3.41,3.64,4.069,5.956,7.515,7.606
36,1,1.585,2.152,2.259,2.306,2.349,2.412,2.583,3.713,4.734,1,2.17,3.304,3.519,3.611,3.698,3.824,4.165,6.425,8.469
37,1,1.458,1.865,1.971,2.33,2.641,2.865,3.176,3.664,4.066,1,1.916,2.73,2.943,3.66,4.282,4.73,5.352,6.329,7.131
38,1,2.1,3.522,4.682,6.127,6.845,6.944,7.555,9.078,10.093,1,3.2,6.044,8.364,11.255,12.69,12.887,14.11,17.156,19.186
39,1,1.184,1.412,1.633,2.709,3.727,3.78,4.041,4.3,4.341,1,1.368,1.825,2.266,4.419,6.455,6.559,7.082,7.599,7.682
40,1,1.183,1.44,1.862,2.198,2.311,3.336,4.401,4.847,5.239,1,1.367,1.88,2.725,3.397,3.621,5.671,7.803,8.694,9.477
41,1,1.174,1.267,1.484,1.763,1.907,1.992,2.2,2.425,2.473,1,1.347,1.533,1.969,2.526,2.813,2.985,3.4,3.849,3.946
42,1,1.423,2.038,2.439,2.807,3.088,3.286,3.565,3.83,4.007,1,1.845,3.076,3.878,4.615,5.176,5.573,6.131,6.661,7.014
43,1,1.321,1.681,2.206,3.15,3.791,3.997,4.385,5.06,5.519,1,1.643,2.362,3.411,5.3,6.581,6.993,7.771,9.12,10.038
44,1,2.1,3.204,3.494,3.767,3.908,4.184,4.542,4.86,5.181,1,3.2,5.408,5.988,6.535,6.815,7.369,8.083,8.721,9.363
45,1,1.256,1.674,1.944,2.027,2.11,2.818,3.606,3.875,4.088,1,1.513,2.347,2.889,3.055,3.221,4.636,6.212,6.75,7.177
46,1,1.973,3.846,5.152,5.823,6.279,6.649,7.928,9.837,10.758,1,2.946,6.692,9.305,10.646,11.557,12.298,14.856,18.675,20.515
47,1,2.004,3.006,3.165,3.426,3.665,3.727,3.848,4.33,4.798,1,3.009,5.013,5.329,5.852,6.33,6.454,6.697,7.661,8.596
48,1,1.896,2.864,3.08,3.287,3.545,3.652,3.679,3.743,3.913,1,2.792,4.728,5.159,5.575,6.09,6.305,6.359,6.486,6.827
base,1,1.361,1.773,1.999,2.24,2.419,2.559,2.824,3.171,3.402,1,1.722,2.547,2.997,3.48,3.838,4.118,4.647,5.342,5.803
