real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
26,1,2.099,3.201,3.318,3.341,3.364,4.115,4.885,5.102,5.322,1,3.198,5.403,5.636,5.682,5.727,7.23,8.769,9.203,9.644
27,1,2.099,3.634,4.185,4.211,4.237,4.514,4.841,5.425,5.963,1,3.198,6.267,7.371,7.422,7.473,8.028,8.682,9.85,10.925
28,1,1.778,2.496,2.547,2.567,2.589,3.504,4.452,4.877,5.287,1,2.555,3.991,4.093,4.135,4.178,6.008,7.903,8.754,9.573
29,1,1.583,2.123,2.19,2.21,2.23,3.107,4.005,4.618,5.209,1,2.166,3.246,3.38,3.42,3.46,5.213,7.011,8.236,9.418
30,1,1.502,1.921,1.949,1.969,1.992,2.607,3.22,3.858,4.511,1,2.004,2.843,2.898,2.938,2.983,4.215,5.441,6.716,8.021
33,1,1.588,2.164,2.261,2.281,2.316,3.079,3.86,4.093,4.297,1,2.177,3.328,3.522,3.562,3.633,5.159,6.72,7.186,7.594
34,1,1.309,1.532,1.556,1.576,1.599,2.365,3.148,3.308,3.47,1,1.619,2.065,2.112,2.152,2.198,3.729,5.296,5.616,5.94
36,1,1.98,2.88,2.909,2.929,2.963,3.288,3.608,4.258,4.904,1,2.96,4.759,4.818,4.858,4.926,5.577,6.215,7.515,8.809
37,1,2,2.93,2.968,2.988,3.01,3.785,4.58,4.974,5.346,1,3.001,4.859,4.936,4.976,5.02,6.569,8.161,8.948,9.692
38,1,1.937,3.047,3.366,3.423,3.447,4.024,4.714,5.8,6.771,1,2.874,5.093,5.732,5.846,5.894,7.047,8.428,10.6,12.541
39,1,1.339,1.613,1.659,1.679,1.706,2.098,2.516,2.623,2.699,1,1.677,2.226,2.317,2.357,2.412,3.195,4.033,4.246,4.398
41,1,1.381,1.672,1.692,1.712,1.764,1.979,2.179,2.258,2.325,1,1.762,2.344,2.384,2.424,2.527,2.958,3.358,3.516,3.65
42,1,1.681,2.337,2.421,2.441,2.47,3.261,4.059,4.244,4.415,1,2.363,3.674,3.842,3.882,3.94,5.523,7.119,7.488,7.83
44,1,2.099,3.18,3.273,3.293,3.361,3.931,4.468,4.715,5.005,1,3.197,5.361,5.547,5.587,5.721,6.862,7.936,8.43,9.01
45,1,1.331,1.6,1.648,1.668,1.688,2.479,3.278,3.464,3.651,1,1.663,2.201,2.296,2.336,2.376,3.957,5.555,5.928,6.302
46,1,1.765,2.649,2.879,2.901,2.97,3.928,5.047,5.847,6.438,1,2.53,4.298,4.759,4.802,4.939,6.857,9.094,10.693,11.877
47,1,2.099,3.117,3.146,3.166,3.206,3.435,3.649,3.961,4.301,1,3.197,5.233,5.292,5.332,5.412,5.871,6.298,6.923,7.603
48,1,2.099,3.173,3.257,3.277,3.356,3.489,3.564,3.663,3.835,1,3.198,5.345,5.514,5.554,5.712,5.979,6.127,6.327,6.67
