real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
14,1,1.758,2.552,2.698,2.737,2.776,3.059,3.39,3.802,4.164,1,2.516,4.103,4.395,4.474,4.553,5.118,5.781,6.604,7.329
15,1,1.336,1.586,1.631,1.673,1.698,2.509,3.669,4.542,5.065,1,1.671,2.172,2.262,2.347,2.396,4.017,6.338,8.083,9.13
16,1,1.425,1.768,1.795,1.815,1.84,2.57,3.453,3.772,3.95,1,1.851,2.536,2.591,2.631,2.679,4.14,5.907,6.544,6.9
17,1,1.642,2.372,2.57,2.59,2.674,3.351,3.975,4.232,4.487,1,2.283,3.744,4.141,4.181,4.349,5.703,6.95,7.465,7.975
18,1,2.1,3.191,3.305,3.338,3.362,3.496,3.686,3.839,3.936,1,3.2,5.382,5.611,5.677,5.725,5.991,6.371,6.679,6.871
19,1,1.748,2.417,2.447,2.467,2.489,2.652,2.824,2.902,2.971,1,2.496,3.834,3.895,3.935,3.977,4.304,4.648,4.804,4.942
20,1,2.1,3.126,3.161,3.181,3.204,3.313,3.42,3.674,3.952,1,3.2,5.251,5.322,5.362,5.407,5.626,5.84,6.347,6.903
21,1,2.1,3.189,3.288,3.308,3.336,3.687,4.042,4.317,4.583,1,3.2,5.378,5.577,5.617,5.672,6.374,7.085,7.634,8.166
22,1,1.222,1.385,1.438,1.463,1.488,2.268,3.096,3.622,4.097,1,1.445,1.77,1.876,1.925,1.976,3.536,5.193,6.243,7.194
23,1,2.094,3.111,3.145,3.165,3.188,3.675,4.162,4.684,5.207,1,3.188,5.223,5.291,5.331,5.376,6.351,7.323,8.367,9.414
24,1,1.777,2.562,2.681,2.714,2.745,3.637,4.593,5.185,5.713,1,2.554,4.123,4.363,4.427,4.49,6.275,8.186,9.37,10.426
25,1,1.226,1.524,1.705,1.725,1.75,2.459,3.164,3.328,3.494,1,1.452,2.047,2.41,2.45,2.5,3.919,5.329,5.656,5.987
26,1,2.1,3.204,3.32,3.343,3.366,4.117,4.887,5.104,5.324,1,3.2,5.407,5.64,5.686,5.731,7.234,8.773,9.207,9.648
27,1,2.1,3.629,4.174,4.2,4.225,4.505,4.833,5.416,5.951,1,3.2,6.259,7.349,7.4,7.451,8.01,8.667,9.832,10.903
28,1,1.778,2.497,2.548,2.569,2.591,3.505,4.452,4.878,5.287,1,2.556,3.994,4.096,4.138,4.181,6.01,7.904,8.755,9.574
29,1,1.583,2.124,2.191,2.211,2.231,3.107,4.006,4.618,5.21,1,2.167,3.248,3.382,3.422,3.462,5.215,7.011,8.236,9.42
30,1,1.502,1.922,1.95,1.97,1.993,2.608,3.221,3.859,4.512,1,2.005,2.844,2.899,2.939,2.985,4.216,5.442,6.717,8.023
31,1,2.1,3.347,3.611,3.639,3.685,4.154,4.606,4.746,4.88,1,3.2,5.694,6.222,6.277,6.369,7.308,8.213,8.491,8.76
32,1,1.239,1.437,1.508,1.539,1.57,2.581,3.695,4.219,4.638,1,1.477,1.874,2.016,2.078,2.14,4.162,6.39,7.437,8.276
33,1,1.589,2.165,2.263,2.283,2.318,3.081,3.861,4.094,4.298,1,2.178,3.331,3.526,3.566,3.636,5.161,6.722,7.188,7.596
34,1,1.31,1.534,1.558,1.578,1.601,2.365,3.148,3.308,3.47,1,1.62,2.068,2.115,2.155,2.201,3.73,5.295,5.615,5.939
35,1,1.305,1.525,1.551,1.571,1.608,2.262,2.984,3.114,3.165,1,1.609,2.05,2.102,2.142,2.216,3.523,4.969,5.229,5.329
36,1,1.98,2.88,2.91,2.93,2.964,3.289,3.608,4.259,4.906,1,2.961,4.761,4.82,4.86,4.928,5.579,6.217,7.517,8.811
37,1,2.003,2.935,2.974,2.994,3.016,3.79,4.584,4.978,5.35,1,3.007,4.871,4.948,4.988,5.032,6.579,8.168,8.956,9.701
38,1,1.938,3.048,3.368,3.425,3.449,4.025,4.715,5.801,6.772,1,2.876,5.097,5.736,5.85,5.897,7.05,8.43,10.602,12.544
39,1,1.339,1.614,1.66,1.68,1.708,2.099,2.517,2.624,2.699,1,1.679,2.229,2.32,2.36,2.415,3.197,4.034,4.247,4.399
40,1,1.385,1.767,1.893,1.934,1.966,2.795,3.632,4.036,4.419,1,1.771,2.533,2.786,2.867,2.933,4.59,6.265,7.071,7.839
41,1,1.382,1.673,1.693,1.713,1.765,1.98,2.18,2.259,2.326,1,1.763,2.347,2.387,2.427,2.53,2.961,3.36,3.518,3.652
42,1,1.682,2.339,2.423,2.443,2.472,3.263,4.06,4.245,4.416,1,2.364,3.677,3.846,3.886,3.944,5.526,7.12,7.49,7.832
44,1,2.1,3.183,3.276,3.296,3.363,3.934,4.471,4.718,5.008,1,3.2,5.366,5.552,5.592,5.726,6.867,7.942,8.435,9.015
45,1,1.332,1.601,1.649,1.669,1.689,2.479,3.278,3.464,3.651,1,1.663,2.202,2.297,2.337,2.377,3.958,5.555,5.928,6.302
46,1,1.765,2.649,2.879,2.901,2.969,3.928,5.046,5.845,6.437,1,2.53,4.298,4.758,4.801,4.938,6.855,9.092,10.691,11.874
47,1,2.1,3.12,3.149,3.169,3.209,3.438,3.652,3.964,4.304,1,3.2,5.239,5.298,5.338,5.418,5.876,6.303,6.929,7.609
48,1,2.1,3.175,3.259,3.279,3.358,3.492,3.566,3.666,3.837,1,3.2,5.349,5.518,5.558,5.717,5.983,6.131,6.331,6.675
