real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
27,1,2.1,3.629,4.174,4.2,4.225,4.505,4.833,5.416,5.951,1,3.2,6.259,7.349,7.4,7.451,8.01,8.667,9.832,10.903
28,1,1.79,2.519,2.567,2.587,2.608,3.514,4.452,4.88,5.293,1,2.58,4.037,4.134,4.174,4.216,6.029,7.905,8.759,9.586
29,1,1.56,2.086,2.162,2.182,2.203,3.101,4.023,4.625,5.202,1,2.12,3.172,3.324,3.364,3.406,5.201,7.047,8.25,9.404
30,1,1.502,1.922,1.95,1.97,1.993,2.608,3.221,3.859,4.512,1,2.005,2.844,2.899,2.939,2.985,4.216,5.442,6.717,8.023
31,1,2.1,3.347,3.611,3.639,3.685,4.154,4.606,4.746,4.88,1,3.2,5.694,6.222,6.277,6.369,7.308,8.213,8.491,8.76
32,1,1.246,1.445,1.509,1.538,1.568,2.578,3.683,4.206,4.634,1,1.491,1.89,2.019,2.077,2.135,4.155,6.366,7.413,8.269
33,1,1.589,2.165,2.263,2.283,2.318,3.081,3.861,4.094,4.298,1,2.178,3.331,3.526,3.566,3.636,5.161,6.722,7.188,7.596
34,1,1.31,1.534,1.558,1.578,1.601,2.365,3.148,3.308,3.47,1,1.62,2.068,2.115,2.155,2.201,3.73,5.295,5.615,5.939
35,1,1.276,1.469,1.496,1.516,1.555,2.252,3.028,3.17,3.218,1,1.552,1.938,1.992,2.032,2.11,3.504,5.057,5.34,5.436
36,1,1.98,2.88,2.91,2.93,2.964,3.289,3.608,4.259,4.906,1,2.961,4.761,4.82,4.86,4.928,5.579,6.217,7.517,8.811
37,1,2.003,2.935,2.974,2.994,3.016,3.79,4.584,4.978,5.35,1,3.007,4.871,4.948,4.988,5.032,6.579,8.168,8.956,9.701
38,1,1.938,3.048,3.368,3.425,3.449,4.025,4.715,5.801,6.772,1,2.876,5.097,5.736,5.85,5.897,7.05,8.43,10.602,12.544
39,1,1.267,1.465,1.507,1.527,1.554,2.003,2.488,2.598,2.667,1,1.533,1.93,2.013,2.054,2.108,3.006,3.975,4.195,4.333
40,1,1.385,1.767,1.893,1.934,1.966,2.795,3.632,4.036,4.419,1,1.771,2.533,2.786,2.867,2.933,4.59,6.265,7.071,7.839
41,1,1.347,1.604,1.624,1.644,1.706,1.943,2.16,2.242,2.306,1,1.694,2.207,2.247,2.287,2.412,2.886,3.32,3.484,3.612
42,1,1.68,2.337,2.424,2.444,2.473,3.266,4.065,4.25,4.421,1,2.361,3.675,3.848,3.888,3.947,5.532,7.13,7.5,7.841
44,1,2.1,3.183,3.276,3.296,3.363,3.934,4.471,4.718,5.008,1,3.2,5.366,5.552,5.592,5.726,6.867,7.942,8.435,9.015
45,1,1.288,1.522,1.579,1.599,1.619,2.485,3.363,3.542,3.716,1,1.576,2.044,2.157,2.197,2.239,3.969,5.726,6.085,6.433
46,1,1.765,2.649,2.879,2.901,2.969,3.928,5.046,5.845,6.437,1,2.53,4.298,4.758,4.801,4.938,6.855,9.092,10.691,11.874
47,1,2.091,3.106,3.141,3.161,3.206,3.443,3.66,3.968,4.302,1,3.182,5.212,5.281,5.321,5.411,5.885,6.32,6.936,7.604
48,1,2.1,3.18,3.269,3.289,3.39,3.577,3.682,3.76,3.892,1,3.2,5.359,5.539,5.579,5.781,6.153,6.363,6.521,6.785
