real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
36,1,2.1,3.143,3.197,3.218,3.259,3.39,3.55,4.609,5.621,1,3.2,5.285,5.393,5.436,5.519,5.781,6.1,8.219,10.242
37,1,2.1,3.141,3.221,3.313,3.381,3.702,4.065,5.035,5.962,1,3.2,5.282,5.442,5.626,5.761,6.404,7.129,9.071,10.924
38,1,2.1,3.328,3.849,4.192,4.258,4.444,4.839,6.063,7.074,1,3.2,5.656,6.697,7.384,7.515,7.889,8.679,11.126,13.148
39,1,1.595,2.171,2.293,2.497,2.682,2.775,2.96,3.162,3.261,1,2.19,3.341,3.585,3.993,4.365,4.551,4.92,5.325,5.523
40,1,1.885,2.802,3.093,3.281,3.339,4.064,4.8,5.714,6.598,1,2.77,4.603,5.186,5.562,5.678,7.128,8.599,10.427,12.196
41,1,1.538,1.993,2.104,2.21,2.295,2.415,2.557,2.756,2.873,1,2.076,2.986,3.207,3.42,3.591,3.831,4.114,4.513,4.746
42,1,2.1,3.253,3.46,3.545,3.602,3.949,4.323,4.774,5.182,1,3.2,5.507,5.92,6.089,6.204,6.898,7.647,8.548,9.365
43,1,2.1,3.187,3.434,3.624,3.757,4.093,4.445,5.534,6.532,1,3.2,5.374,5.868,6.249,6.514,7.187,7.889,10.069,12.064
44,1,2.1,3.197,3.394,3.504,3.592,4.003,4.399,4.999,5.602,1,3.2,5.395,5.788,6.007,6.183,7.005,7.798,8.998,10.205
45,1,1.615,2.23,2.34,2.361,2.384,3.397,4.444,4.882,5.29,1,2.23,3.46,3.68,3.721,3.768,5.795,7.889,8.764,9.58
46,1,2.1,3.54,4.076,4.196,4.321,5.067,6.153,7.591,8.602,1,3.2,6.081,7.152,7.393,7.642,9.135,11.306,14.183,16.204
47,1,2.1,3.143,3.209,3.241,3.3,3.418,3.532,4.42,5.302,1,3.2,5.287,5.418,5.483,5.6,5.836,6.063,7.839,9.604
48,1,2.1,3.214,3.35,3.383,3.513,3.666,3.707,3.869,4.078,1,3.2,5.428,5.7,5.765,6.027,6.331,6.414,6.737,7.156
