,dvar1,dvar2,dvar3,dvar4,dvar5,dvar6,dvar7,dvar8,dvar9,dvar10,dvar11,dvar12,dvar13,dvar14,dvar15,dvar16,dvar17,dvar18,dvar19,dvar20,dvar21,dvar22,dvar23,dvar24,dvar25,dvar26,dvar27,dvar28,dvar29,dvar30,rank,crowding_distance
10,0.12226969014063516,0.29649659451052734,0.08676560807132283,0.08003252213338341,0.5746829013392597,0.3569735682400448,0.26998007279127645,0.699375702220497,0.016862596318165668,0.11295582586350139,0.10325866816675688,0.12462106278933982,0.3937106644160483,0.5323094754306826,0.1455318805502872,0.7403378817392124,0.5850689995157535,0.5364222296478113,0.39515320964771206,0.3590911293395834,0.1433798252069708,0.4806868404267788,0.3359520029578683,0.026571519025178847,0.5965331286895148,0.6448387862360606,0.23880707287659542,0.9396199452715361,0.44460885012115037,0.42177494087488665,1.0,0.9583691907097127
11,0.3775999621667834,0.5214661941909432,0.6454984139576978,0.21470067194157927,0.5684552421812933,0.17081911370564284,0.7050307412118296,0.48824063393838113,0.04402531228014894,0.06722303436358623,0.11741558658358842,0.17340820980349136,0.31093214134365776,0.48782911724969946,0.14701787330208438,0.6326643641340318,0.533529991054808,0.1597078683946348,0.99244932701205,0.03216665525981077,0.8233240298493103,0.626393238696003,0.6463330557723227,0.5357898201380035,0.15375499502311685,0.08242398838821885,0.8938075019764574,0.12656751675345979,0.9818846110829542,0.02489352739276962,1.0,0.6852438887018026
12,0.06444602897915896,0.8012597097466349,0.4425796620063204,0.033237143132200386,0.6243071385194203,0.36387243178058815,0.4034961554288635,0.4497610030188196,0.6673063690762172,0.21764101192045093,0.04445257483267606,0.6033672780706791,0.9700760213906162,0.8125707933637584,0.3952526613809917,0.7165711002478142,0.8531898879001457,0.7491470906894278,0.7261734107464366,0.6263029189042333,0.5200387093684088,0.18331506534005215,0.20072432110035454,0.8964233478637627,0.5634949277492763,0.8432599349070771,0.1184096182733938,0.05513050207559056,0.837961193137671,0.5641759093480755,2.0,inf
13,0.917030367536061,0.852104602130525,0.576780320219466,0.4868036834165369,0.22746144768425636,0.6650216536787041,0.7915477244693427,0.1820692438809942,0.4800770415260114,0.740205549140741,0.23717663603642625,0.4841975369511351,0.25001324241551237,0.6708694318167011,0.4735162316129613,0.7159385892924579,0.14405615054591214,0.8222107740084602,0.5233797480519577,0.7521948162602308,0.381090939360361,0.4810053503761865,0.4814337138309137,0.16434256883407883,0.8903791411492309,0.8294750501040284,0.08317575611334371,0.13199439088449172,0.35180724319894385,0.5637381643140794,2.0,inf
14,0.06444602897915896,0.8012597097466349,0.4425796620063204,0.033237143132200386,0.6243071385194203,0.36387243178058815,0.4034961554288635,0.4497610030188196,0.6673063690762172,0.21764101192045093,0.04445257483267606,0.6033672780706791,0.9700760213906162,0.8125707933637584,0.3952526613809917,0.7165711002478142,0.8531898879001457,0.7491470906894278,0.7261734107464366,0.6263029189042333,0.5200387093684088,0.18331506534005215,0.20072432110035454,0.8964233478637627,0.5634949277492763,0.8432599349070771,0.1184096182733938,0.05513050207559056,0.837961193137671,0.5641759093480755,2.0,inf
15,0.917030367536061,0.852104602130525,0.576780320219466,0.4868036834165369,0.22746144768425636,0.6650216536787041,0.7915477244693427,0.1820692438809942,0.4800770415260114,0.740205549140741,0.23717663603642625,0.4841975369511351,0.25001324241551237,0.6708694318167011,0.4735162316129613,0.7159385892924579,0.14405615054591214,0.8222107740084602,0.5233797480519577,0.7521948162602308,0.381090939360361,0.4810053503761865,0.4814337138309137,0.16434256883407883,0.8903791411492309,0.8294750501040284,0.08317575611334371,0.13199439088449172,0.35180724319894385,0.5637381643140794,2.0,inf
16,0.43259414604534396,0.2537688925357211,0.4857971981383157,0.95513400220641,0.27836538251160536,0.5548401547694544,0.11147549007855728,0.3848449452449876,0.4061881617182971,0.9971716686165202,0.4003280891415839,0.11869059037795471,0.9414760985656375,0.9976121030127941,0.6390877351226453,0.13961450537357456,0.18277720385349394,0.7461454581340147,0.9759203022959574,0.03387266802379796,0.17074636288540768,0.11168066017447453,0.059038578633142214,0.1703819709803448,0.7642433337611573,0.5587836961764652,0.893281408562388,0.5002865411550876,0.053661466763866406,0.3804867354509026,2.0,0.8129602928382893
17,0.2455187748908152,0.27680293355081,0.3940874475086352,0.9250283458199984,0.7137321278409465,0.8129368901594848,0.12113982297335524,0.08585951005890768,0.9477412660265587,0.30869633011169917,0.14610368472995483,0.46737190537029827,0.7351739804686508,0.18631486393456032,0.012917676385401866,0.4211848843339928,0.022210369078874748,0.917399606962611,0.5901487759164742,0.4728187575961633,0.16582492239141733,0.9059133553726366,0.3275487062408826,0.8695863395435534,0.45807279785908017,0.32653425803612457,0.3177553995235758,0.4562019014698182,0.19199801061924382,0.8471309443216863,2.0,0.48126406201924893
18,0.1301555542885866,0.7358162594020291,0.5413501807501694,0.8195189017428287,0.2890857027943966,0.6023266536192615,0.6703108744977416,0.4946884437279915,0.3156155506624303,0.38965265089668555,0.6759512565477723,0.17652139363968278,0.7953960606706899,0.38457841249252533,0.7103199916303037,0.5549784664924051,0.6582757208383165,0.09635821631275199,0.44154043812185684,0.33198774506393647,0.958905157915273,0.49363879955290857,0.3478133578231929,0.13059555180013138,0.39409665570357577,0.47851060950753577,0.3315364565608848,0.3873783908646026,0.5314479550776837,0.3580325222851072,2.0,0.44976192856225583
19,0.7104145019512068,0.0859622155535471,0.10412077696898736,0.657651940647515,0.7833502710185419,0.4598804055278123,0.3595522834110241,0.0566930904884303,0.01876240873109225,0.5409275192136379,0.3605829996078135,0.34658448260162156,0.9471368951342886,0.8286351966808162,0.9422068596651915,0.3692339685073648,0.4122777537180595,0.15600406602613337,0.44739159083305247,0.02626366043592665,0.8665206151414248,0.9083896752610862,0.9827936121502254,0.8034277062914474,0.23171222857631957,0.04683115884197564,0.778811227162204,0.14207762825386006,0.9415269798422207,0.3083250759900924,2.0,0.3977688171468491
