real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
24,1,1.98,3.003,3.166,3.214,3.254,4.165,5.157,5.805,6.372,1,2.96,5.007,5.333,5.428,5.508,7.33,9.314,10.611,11.743
25,1,1.194,1.535,1.82,1.882,1.921,2.841,3.768,3.958,4.141,1,1.387,2.071,2.639,2.765,2.842,4.683,6.536,6.917,7.282
26,1,2.1,3.252,3.476,3.559,3.579,4.536,5.548,5.824,6.062,1,3.2,5.503,5.952,6.118,6.159,8.072,10.097,10.648,11.124
27,1,2.1,3.628,4.292,4.437,4.458,4.902,5.524,6.239,6.779,1,3.2,6.256,7.583,7.875,7.916,8.805,10.048,11.479,12.559
28,1,2.1,3.185,3.279,3.353,3.427,4.416,5.481,6.054,6.568,1,3.2,5.369,5.559,5.706,5.854,7.833,9.963,11.109,12.135
29,1,1.636,2.274,2.388,2.411,2.433,3.403,4.417,5.109,5.756,1,2.271,3.549,3.776,3.821,3.866,5.805,7.835,9.218,10.511
30,1,1.399,1.724,1.76,1.788,1.817,2.622,3.433,4.161,4.892,1,1.798,2.448,2.52,2.576,2.633,4.245,5.867,7.321,8.784
31,1,2.1,3.301,3.628,3.764,3.799,4.564,5.358,5.527,5.653,1,3.2,5.602,6.255,6.528,6.598,8.127,9.716,10.055,10.306
32,1,1.333,1.662,1.778,1.863,1.94,2.944,4.087,4.733,5.241,1,1.665,2.325,2.555,2.725,2.879,4.889,7.174,8.466,9.482
33,1,1.498,2.02,2.159,2.184,2.217,3.156,4.16,4.458,4.682,1,1.996,3.04,3.318,3.369,3.433,5.312,7.319,7.916,8.364
34,1,1.312,1.552,1.589,1.705,1.822,2.775,3.795,4.03,4.216,1,1.625,2.104,2.178,2.41,2.644,4.55,6.589,7.06,7.431
35,1,1.232,1.392,1.505,1.604,1.642,2.584,3.795,4.125,4.175,1,1.465,1.785,2.01,2.208,2.283,4.167,6.59,7.251,7.35
36,1,1.958,2.868,2.929,2.949,2.978,3.422,3.916,4.831,5.688,1,2.916,4.735,4.859,4.899,4.957,5.844,6.833,8.662,10.375
37,1,1.88,2.7,2.758,2.824,2.881,3.799,4.765,5.221,5.628,1,2.761,4.4,4.516,4.648,4.762,6.598,8.53,9.441,10.255
38,1,2.1,3.328,3.706,3.945,4.046,4.823,5.815,6.987,7.944,1,3.2,5.657,6.411,6.89,7.092,8.645,10.629,12.975,14.889
39,1,1.639,2.274,2.38,2.413,2.452,2.854,3.317,3.472,3.56,1,2.279,3.548,3.761,3.825,3.904,4.709,5.634,5.945,6.12
40,1,1.326,1.655,1.823,1.907,1.948,2.894,3.863,4.289,4.683,1,1.652,2.31,2.647,2.815,2.895,4.787,6.725,7.579,8.365
41,1,1.306,1.529,1.59,1.648,1.705,2.001,2.348,2.503,2.574,1,1.611,2.057,2.181,2.296,2.409,3.002,3.696,4.006,4.149
42,1,1.746,2.542,2.721,2.787,2.842,3.783,4.767,5.019,5.223,1,2.492,4.084,4.443,4.575,4.684,6.567,8.533,9.038,9.446
43,1,1.65,2.291,2.461,2.6,2.715,3.663,4.683,5.222,5.656,1,2.3,3.581,3.921,4.2,4.431,6.327,8.366,9.444,10.312
44,1,2.1,3.175,3.295,3.352,3.405,4.323,5.276,5.569,5.84,1,3.2,5.351,5.59,5.705,5.809,7.646,9.551,10.139,10.679
45,1,1.345,1.695,1.808,1.833,1.858,2.868,3.922,4.167,4.374,1,1.691,2.389,2.617,2.666,2.716,4.736,6.844,7.334,7.748
46,1,2.1,3.581,4.127,4.247,4.357,5.384,6.782,7.938,8.678,1,3.2,6.162,7.254,7.493,7.713,9.769,12.564,14.876,16.356
47,1,2.1,3.157,3.23,3.27,3.323,3.635,3.974,4.402,4.807,1,3.2,5.314,5.46,5.54,5.646,6.27,6.948,7.804,8.614
48,1,2.1,3.207,3.326,3.357,3.437,3.666,3.845,3.933,4.054,1,3.2,5.414,5.653,5.715,5.875,6.332,6.69,6.865,7.107
