real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
27,1,2.1,3.636,4.188,4.214,4.239,4.517,4.843,5.428,5.965,1,3.2,6.272,7.376,7.427,7.478,8.033,8.686,9.855,10.93
28,1,1.778,2.497,2.548,2.569,2.59,3.505,4.452,4.878,5.287,1,2.556,3.994,4.096,4.137,4.181,6.01,7.904,8.755,9.574
29,1,1.583,2.124,2.191,2.211,2.231,3.107,4.006,4.618,5.21,1,2.166,3.247,3.382,3.422,3.462,5.214,7.011,8.236,9.419
30,1,1.502,1.922,1.949,1.969,1.992,2.608,3.221,3.858,4.511,1,2.004,2.844,2.899,2.939,2.984,4.216,5.441,6.717,8.022
32,1,1.239,1.437,1.508,1.539,1.57,2.581,3.695,4.219,4.638,1,1.477,1.874,2.016,2.078,2.14,4.162,6.39,7.437,8.276
33,1,1.589,2.165,2.262,2.282,2.317,3.08,3.86,4.093,4.298,1,2.178,3.33,3.524,3.564,3.635,5.16,6.721,7.187,7.595
34,1,1.31,1.533,1.557,1.577,1.6,2.365,3.148,3.308,3.47,1,1.619,2.066,2.114,2.154,2.199,3.729,5.296,5.616,5.94
35,1,1.304,1.525,1.551,1.571,1.608,2.262,2.984,3.114,3.165,1,1.609,2.05,2.102,2.142,2.215,3.523,4.969,5.229,5.329
36,1,1.981,2.881,2.911,2.931,2.965,3.29,3.609,4.259,4.906,1,2.961,4.762,4.821,4.861,4.929,5.58,6.218,7.518,8.812
37,1,2.002,2.932,2.971,2.991,3.013,3.787,4.582,4.975,5.348,1,3.003,4.864,4.941,4.981,5.025,6.573,8.164,8.951,9.695
38,1,1.938,3.049,3.368,3.425,3.449,4.025,4.716,5.802,6.773,1,2.876,5.097,5.736,5.85,5.898,7.051,8.431,10.603,12.545
39,1,1.339,1.614,1.66,1.68,1.707,2.098,2.517,2.623,2.699,1,1.678,2.228,2.319,2.359,2.414,3.196,4.033,4.247,4.398
41,1,1.382,1.673,1.693,1.713,1.765,1.98,2.179,2.259,2.326,1,1.763,2.346,2.386,2.426,2.529,2.96,3.359,3.517,3.651
42,1,1.682,2.338,2.423,2.443,2.472,3.263,4.06,4.245,4.416,1,2.364,3.677,3.846,3.886,3.944,5.525,7.12,7.49,7.832
44,1,2.1,3.183,3.276,3.296,3.363,3.933,4.47,4.717,5.007,1,3.2,5.365,5.551,5.591,5.726,6.866,7.94,8.434,9.014
45,1,1.331,1.601,1.649,1.669,1.689,2.479,3.278,3.464,3.651,1,1.663,2.201,2.297,2.337,2.377,3.957,5.555,5.928,6.302
46,1,1.766,2.651,2.881,2.903,2.971,3.93,5.048,5.847,6.439,1,2.532,4.301,4.762,4.805,4.943,6.859,9.095,10.694,11.878
47,1,2.1,3.119,3.149,3.169,3.208,3.438,3.651,3.964,4.304,1,3.2,5.238,5.298,5.338,5.417,5.875,6.302,6.928,7.608
48,1,2.1,3.174,3.259,3.279,3.358,3.491,3.565,3.665,3.837,1,3.2,5.349,5.518,5.558,5.716,5.983,6.131,6.331,6.674
