real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
26,1,1.375,1.863,2.535,3.012,3.062,3.324,3.638,3.811,4.256,1,1.75,2.725,4.07,5.024,5.124,5.648,6.277,6.622,7.512
27,1,1.768,3.251,5.067,6.08,6.136,6.212,6.564,7.144,7.537,1,2.535,5.502,9.133,11.161,11.272,11.424,12.127,13.289,14.074
28,1,1.5,2.019,2.181,2.502,2.824,3.092,3.435,3.816,4.405,1,2,3.038,3.362,4.004,4.648,5.184,5.869,6.633,7.811
29,1,1.216,1.465,1.637,1.704,1.787,2.037,2.299,2.72,3.087,1,1.433,1.931,2.275,2.409,2.573,3.074,3.598,4.439,5.175
30,1,1.146,1.213,1.262,1.354,1.444,1.54,1.625,2.034,2.664,1,1.292,1.426,1.525,1.708,1.887,2.08,2.249,3.067,4.328
31,1,2.1,3.314,4.405,5.319,5.611,5.934,6.07,6.175,6.239,1,3.2,5.628,7.81,9.638,10.221,10.869,11.14,11.35,11.477
32,1,1.15,1.344,1.565,1.872,2.163,2.81,3.62,4.117,4.451,1,1.301,1.688,2.13,2.744,3.326,4.62,6.24,7.233,7.903
33,1,1.164,1.373,1.578,1.668,1.927,2.556,3.072,3.276,3.485,1,1.328,1.746,2.156,2.336,2.855,4.112,5.145,5.552,5.971
34,1,1.135,1.194,1.242,1.868,2.573,2.849,3.131,3.298,3.704,1,1.269,1.388,1.483,2.737,4.145,4.698,5.261,5.596,6.408
35,1,1.117,1.157,1.764,2.4,2.704,3.102,3.803,4.369,4.502,1,1.233,1.313,2.529,3.8,4.409,5.205,6.606,7.738,8.003
36,1,1.286,1.526,1.614,1.661,1.866,2.091,2.218,2.814,3.423,1,1.572,2.052,2.229,2.322,2.733,3.182,3.436,4.628,5.846
37,1,1.237,1.407,1.517,1.775,2.015,2.242,2.48,2.737,2.954,1,1.475,1.814,2.034,2.549,3.03,3.484,3.961,4.475,4.907
38,1,1.58,2.338,3.617,5.039,5.488,5.584,6.037,6.964,7.583,1,2.16,3.677,6.234,9.078,9.977,10.169,11.073,12.928,14.166
39,1,1.132,1.26,1.458,2.562,3.717,3.899,4.092,4.273,4.314,1,1.264,1.519,1.916,4.124,6.434,6.797,7.184,7.547,7.628
40,1,1.132,1.278,1.73,2.12,2.386,3.601,4.65,4.878,5.118,1,1.264,1.556,2.46,3.239,3.773,6.203,8.299,8.756,9.236
41,1,1.128,1.169,1.451,1.768,2.363,2.927,3.08,3.235,3.291,1,1.257,1.338,1.902,2.536,3.725,4.854,5.161,5.47,5.581
42,1,1.224,1.541,1.88,2.181,2.509,2.82,3.033,3.184,3.323,1,1.447,2.081,2.76,3.363,4.018,4.639,5.065,5.369,5.646
43,1,1.185,1.361,1.976,2.832,3.867,4.665,4.956,5.345,5.786,1,1.37,1.722,2.951,4.664,6.734,8.331,8.913,9.69,10.572
44,1,1.65,2.268,2.589,2.894,3.403,4.035,4.307,4.493,5.261,1,2.299,3.536,4.179,4.788,5.806,7.07,7.614,7.986,9.522
45,1,1.16,1.392,1.574,1.628,1.734,2.342,2.953,3.104,3.364,1,1.32,1.784,2.148,2.255,2.469,3.684,4.905,5.208,5.728
46,1,1.435,2.769,4.185,4.818,5.813,6.809,7.895,9.196,9.681,1,1.869,4.539,7.369,8.635,10.626,12.617,14.791,17.392,18.362
47,1,1.447,1.858,2.004,2.206,2.648,2.988,3.079,3.332,3.93,1,1.893,2.716,3.008,3.412,4.295,4.977,5.157,5.665,6.86
48,1,1.405,1.824,1.996,2.153,3.053,3.865,3.885,3.919,4.545,1,1.81,2.647,2.993,3.307,5.106,6.73,6.771,6.838,8.09
base,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,1,1.4,1.8,2.2,2.6,3,3.4,3.8,4.2,4.6
