real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
34,1,1.167,1.243,1.263,1.283,1.303,2.313,3.35,3.49,3.618,1,1.333,1.486,1.526,1.566,1.606,3.626,5.699,5.98,6.235
35,1,1.305,1.525,1.551,1.571,1.608,2.262,2.984,3.114,3.165,1,1.609,2.05,2.102,2.142,2.216,3.523,4.969,5.229,5.329
36,1,2.1,3.115,3.14,3.16,3.188,3.467,3.74,4.462,5.186,1,3.2,5.23,5.279,5.319,5.376,5.934,6.48,7.923,9.373
37,1,1.413,1.738,1.759,1.779,1.799,2.809,3.851,4.184,4.485,1,1.827,2.476,2.518,2.558,2.598,4.618,6.703,7.369,7.97
38,1,2.034,3.328,3.743,3.808,3.836,4.394,5.073,6.175,7.153,1,3.067,5.657,6.486,6.616,6.671,7.789,9.146,11.349,13.305
39,1,1.339,1.614,1.66,1.68,1.708,2.099,2.517,2.624,2.699,1,1.679,2.229,2.32,2.36,2.415,3.197,4.034,4.247,4.399
40,1,1.244,1.437,1.511,1.547,1.573,2.589,3.623,3.985,4.321,1,1.489,1.874,2.022,2.094,2.146,4.178,6.247,6.969,7.642
41,1,1.382,1.673,1.693,1.713,1.765,1.98,2.18,2.259,2.326,1,1.763,2.347,2.387,2.427,2.53,2.961,3.36,3.518,3.652
42,1,1.682,2.339,2.423,2.443,2.472,3.263,4.06,4.245,4.416,1,2.364,3.677,3.846,3.886,3.944,5.526,7.12,7.49,7.832
45,1,1.332,1.601,1.649,1.669,1.689,2.479,3.278,3.464,3.651,1,1.663,2.202,2.297,2.337,2.377,3.958,5.555,5.928,6.302
46,1,2.1,3.785,4.486,4.516,4.637,5.376,6.21,7.102,7.804,1,3.2,6.57,7.973,8.031,8.275,9.752,11.421,13.204,14.608
47,1,2.1,3.12,3.149,3.169,3.209,3.438,3.652,3.964,4.304,1,3.2,5.239,5.298,5.338,5.418,5.876,6.303,6.929,7.609
48,1,2.1,3.175,3.259,3.279,3.358,3.492,3.566,3.666,3.837,1,3.2,5.349,5.518,5.558,5.717,5.983,6.131,6.331,6.675
