,obsval,iidx,jidx,kper,kidx,obsnme,ins_str,obgnme
86,40.54620361328125,4,6,0,0,hds_00_004_006_000,l1 w !hds_00_004_006_000!,hds
87,39.9616813659668,4,7,0,0,hds_00_004_007_000,l1 w !hds_00_004_007_000!,hds
88,39.33304977416992,4,8,0,0,hds_00_004_008_000,l1 w !hds_00_004_008_000!,hds
89,38.76194763183594,4,9,0,0,hds_00_004_009_000,l1 w !hds_00_004_009_000!,hds
90,38.244937896728516,4,10,0,0,hds_00_004_010_000,l1 w !hds_00_004_010_000!,hds
91,37.74422836303711,4,11,0,0,hds_00_004_011_000,l1 w !hds_00_004_011_000!,hds
92,37.232154846191406,4,12,0,0,hds_00_004_012_000,l1 w !hds_00_004_012_000!,hds
93,36.69917297363281,4,13,0,0,hds_00_004_013_000,l1 w !hds_00_004_013_000!,hds
94,36.14169692993164,4,14,0,0,hds_00_004_014_000,l1 w !hds_00_004_014_000!,hds
95,35.5615348815918,4,15,0,0,hds_00_004_015_000,l1 w !hds_00_004_015_000!,hds
96,35.64844512939453,4,16,0,0,hds_00_004_016_000,l1 w !hds_00_004_016_000!,hds
97,35.720977783203125,4,17,0,0,hds_00_004_017_000,l1 w !hds_00_004_017_000!,hds
98,35.7741584777832,4,18,0,0,hds_00_004_018_000,l1 w !hds_00_004_018_000!,hds
99,35.80242919921875,4,19,0,0,hds_00_004_019_000,l1 w !hds_00_004_019_000!,hds
100,42.891544342041016,5,0,0,0,hds_00_005_000_000,l1 w !hds_00_005_000_000!,hds
101,42.77333068847656,5,1,0,0,hds_00_005_001_000,l1 w !hds_00_005_001_000!,hds
102,42.51890563964844,5,2,0,0,hds_00_005_002_000,l1 w !hds_00_005_002_000!,hds
103,42.15864944458008,5,3,0,0,hds_00_005_003_000,l1 w !hds_00_005_003_000!,hds
104,41.691566467285156,5,4,0,0,hds_00_005_004_000,l1 w !hds_00_005_004_000!,hds
105,41.13405990600586,5,5,0,0,hds_00_005_005_000,l1 w !hds_00_005_005_000!,hds
106,40.510475158691406,5,6,0,0,hds_00_005_006_000,l1 w !hds_00_005_006_000!,hds
107,39.85858154296875,5,7,0,0,hds_00_005_007_000,l1 w !hds_00_005_007_000!,hds
108,39.215171813964844,5,8,0,0,hds_00_005_008_000,l1 w !hds_00_005_008_000!,hds
109,38.605655670166016,5,9,0,0,hds_00_005_009_000,l1 w !hds_00_005_009_000!,hds
110,38.08914566040039,5,10,0,0,hds_00_005_010_000,l1 w !hds_00_005_010_000!,hds
111,37.61391830444336,5,11,0,0,hds_00_005_011_000,l1 w !hds_00_005_011_000!,hds
112,37.12127685546875,5,12,0,0,hds_00_005_012_000,l1 w !hds_00_005_012_000!,hds
113,36.60907745361328,5,13,0,0,hds_00_005_013_000,l1 w !hds_00_005_013_000!,hds
114,36.07321548461914,5,14,0,0,hds_00_005_014_000,l1 w !hds_00_005_014_000!,hds
115,35.51781463623047,5,15,0,0,hds_00_005_015_000,l1 w !hds_00_005_015_000!,hds
116,35.57725524902344,5,16,0,0,hds_00_005_016_000,l1 w !hds_00_005_016_000!,hds
117,35.632503509521484,5,17,0,0,hds_00_005_017_000,l1 w !hds_00_005_017_000!,hds
118,35.682945251464844,5,18,0,0,hds_00_005_018_000,l1 w !hds_00_005_018_000!,hds
119,35.71323013305664,5,19,0,0,hds_00_005_019_000,l1 w !hds_00_005_019_000!,hds
120,43.059104919433594,6,0,0,0,hds_00_006_000_000,l1 w !hds_00_006_000_000!,hds
121,42.956214904785156,6,1,0,0,hds_00_006_001_000,l1 w !hds_00_006_001_000!,hds
122,42.71633529663086,6,2,0,0,hds_00_006_002_000,l1 w !hds_00_006_002_000!,hds
123,42.335418701171875,6,3,0,0,hds_00_006_003_000,l1 w !hds_00_006_003_000!,hds
124,41.78289794921875,6,4,0,0,hds_00_006_004_000,l1 w !hds_00_006_004_000!,hds
125,41.151912689208984,6,5,0,0,hds_00_006_005_000,l1 w !hds_00_006_005_000!,hds
126,40.455650329589844,6,6,0,0,hds_00_006_006_000,l1 w !hds_00_006_006_000!,hds
127,39.70091247558594,6,7,0,0,hds_00_006_007_000,l1 w !hds_00_006_007_000!,hds
128,39.01059341430664,6,8,0,0,hds_00_006_008_000,l1 w !hds_00_006_008_000!,hds
129,38.40249252319336,6,9,0,0,hds_00_006_009_000,l1 w !hds_00_006_009_000!,hds
130,37.912940979003906,6,10,0,0,hds_00_006_010_000,l1 w !hds_00_006_010_000!,hds
131,37.45795440673828,6,11,0,0,hds_00_006_011_000,l1 w !hds_00_006_011_000!,hds
132,36.986515045166016,6,12,0,0,hds_00_006_012_000,l1 w !hds_00_006_012_000!,hds
133,36.49371337890625,6,13,0,0,hds_00_006_013_000,l1 w !hds_00_006_013_000!,hds
134,35.980010986328125,6,14,0,0,hds_00_006_014_000,l1 w !hds_00_006_014_000!,hds
135,35.45103073120117,6,15,0,0,hds_00_006_015_000,l1 w !hds_00_006_015_000!,hds
136,35.464298248291016,6,16,0,0,hds_00_006_016_000,l1 w !hds_00_006_016_000!,hds
137,35.51167678833008,6,17,0,0,hds_00_006_017_000,l1 w !hds_00_006_017_000!,hds
138,35.56554412841797,6,18,0,0,hds_00_006_018_000,l1 w !hds_00_006_018_000!,hds
139,35.60307312011719,6,19,0,0,hds_00_006_019_000,l1 w !hds_00_006_019_000!,hds
140,43.283775329589844,7,0,0,0,hds_00_007_000_000,l1 w !hds_00_007_000_000!,hds
141,43.188514709472656,7,1,0,0,hds_00_007_001_000,l1 w !hds_00_007_001_000!,hds
142,42.989715576171875,7,2,0,0,hds_00_007_002_000,l1 w !hds_00_007_002_000!,hds
143,42.61958694458008,7,3,0,0,hds_00_007_003_000,l1 w !hds_00_007_003_000!,hds
144,41.88630294799805,7,4,0,0,hds_00_007_004_000,l1 w !hds_00_007_004_000!,hds
145,41.15605926513672,7,5,0,0,hds_00_007_005_000,l1 w !hds_00_007_005_000!,hds
146,40.37223434448242,7,6,0,0,hds_00_007_006_000,l1 w !hds_00_007_006_000!,hds
147,39.41762924194336,7,7,0,0,hds_00_007_007_000,l1 w !hds_00_007_007_000!,hds
148,38.695892333984375,7,8,0,0,hds_00_007_008_000,l1 w !hds_00_007_008_000!,hds
149,38.14458465576172,7,9,0,0,hds_00_007_009_000,l1 w !hds_00_007_009_000!,hds
150,37.703033447265625,7,10,0,0,hds_00_007_010_000,l1 w !hds_00_007_010_000!,hds
151,37.276615142822266,7,11,0,0,hds_00_007_011_000,l1 w !hds_00_007_011_000!,hds
152,36.82389450073242,7,12,0,0,hds_00_007_012_000,l1 w !hds_00_007_012_000!,hds
153,36.348777770996094,7,13,0,0,hds_00_007_013_000,l1 w !hds_00_007_013_000!,hds
154,35.858280181884766,7,14,0,0,hds_00_007_014_000,l1 w !hds_00_007_014_000!,hds
155,35.35092544555664,7,15,0,0,hds_00_007_015_000,l1 w !hds_00_007_015_000!,hds
156,35.2713623046875,7,16,0,0,hds_00_007_016_000,l1 w !hds_00_007_016_000!,hds
157,35.33625030517578,7,17,0,0,hds_00_007_017_000,l1 w !hds_00_007_017_000!,hds
158,35.424747467041016,7,18,0,0,hds_00_007_018_000,l1 w !hds_00_007_018_000!,hds
159,35.48079299926758,7,19,0,0,hds_00_007_019_000,l1 w !hds_00_007_019_000!,hds
160,43.537803649902344,8,0,0,0,hds_00_008_000_000,l1 w !hds_00_008_000_000!,hds
161,43.468971252441406,8,1,0,0,hds_00_008_001_000,l1 w !hds_00_008_001_000!,hds
162,43.352996826171875,8,2,0,0,hds_00_008_002_000,l1 w !hds_00_008_002_000!,hds
163,43.21906661987305,8,3,0,0,hds_00_008_003_000,l1 w !hds_00_008_003_000!,hds
167,38.83506393432617,8,7,0,0,hds_00_008_007_000,l1 w !hds_00_008_007_000!,hds
168,38.270957946777344,8,8,0,0,hds_00_008_008_000,l1 w !hds_00_008_008_000!,hds
169,37.854461669921875,8,9,0,0,hds_00_008_009_000,l1 w !hds_00_008_009_000!,hds
170,37.4714469909668,8,10,0,0,hds_00_008_010_000,l1 w !hds_00_008_010_000!,hds
171,37.07179260253906,8,11,0,0,hds_00_008_011_000,l1 w !hds_00_008_011_000!,hds
172,36.64116287231445,8,12,0,0,hds_00_008_012_000,l1 w !hds_00_008_012_000!,hds
173,36.18327331542969,8,13,0,0,hds_00_008_013_000,l1 w !hds_00_008_013_000!,hds
174,35.705078125,8,14,0,0,hds_00_008_014_000,l1 w !hds_00_008_014_000!,hds
175,35.191307067871094,8,15,0,0,hds_00_008_015_000,l1 w !hds_00_008_015_000!,hds
176,34.892845153808594,8,16,0,0,hds_00_008_016_000,l1 w !hds_00_008_016_000!,hds
177,35.09280776977539,8,17,0,0,hds_00_008_017_000,l1 w !hds_00_008_017_000!,hds
178,35.274593353271484,8,18,0,0,hds_00_008_018_000,l1 w !hds_00_008_018_000!,hds
179,35.36716079711914,8,19,0,0,hds_00_008_019_000,l1 w !hds_00_008_019_000!,hds
180,43.78202819824219,9,0,0,0,hds_00_009_000_000,l1 w !hds_00_009_000_000!,hds
181,43.73185729980469,9,1,0,0,hds_00_009_001_000,l1 w !hds_00_009_001_000!,hds
182,43.67217254638672,9,2,0,0,hds_00_009_002_000,l1 w !hds_00_009_002_000!,hds
183,43.619564056396484,9,3,0,0,hds_00_009_003_000,l1 w !hds_00_009_003_000!,hds
188,37.75762939453125,9,8,0,0,hds_00_009_008_000,l1 w !hds_00_009_008_000!,hds
189,37.5282096862793,9,9,0,0,hds_00_009_009_000,l1 w !hds_00_009_009_000!,hds
190,37.22283935546875,9,10,0,0,hds_00_009_010_000,l1 w !hds_00_009_010_000!,hds
191,36.8624267578125,9,11,0,0,hds_00_009_011_000,l1 w !hds_00_009_011_000!,hds
192,36.44258499145508,9,12,0,0,hds_00_009_012_000,l1 w !hds_00_009_012_000!,hds
193,35.98922348022461,9,13,0,0,hds_00_009_013_000,l1 w !hds_00_009_013_000!,hds
194,35.540809631347656,9,14,0,0,hds_00_009_014_000,l1 w !hds_00_009_014_000!,hds
195,34.97929000854492,9,15,0,0,hds_00_009_015_000,l1 w !hds_00_009_015_000!,hds
196,33.96259689331055,9,16,0,0,hds_00_009_016_000,l1 w !hds_00_009_016_000!,hds
197,34.83058547973633,9,17,0,0,hds_00_009_017_000,l1 w !hds_00_009_017_000!,hds
198,35.172401428222656,9,18,0,0,hds_00_009_018_000,l1 w !hds_00_009_018_000!,hds
199,35.305118560791016,9,19,0,0,hds_00_009_019_000,l1 w !hds_00_009_019_000!,hds
200,43.98624801635742,10,0,0,0,hds_00_010_000_000,l1 w !hds_00_010_000_000!,hds
201,43.94979476928711,10,1,0,0,hds_00_010_001_000,l1 w !hds_00_010_001_000!,hds
202,43.91761016845703,10,2,0,0,hds_00_010_002_000,l1 w !hds_00_010_002_000!,hds
203,43.892982482910156,10,3,0,0,hds_00_010_003_000,l1 w !hds_00_010_003_000!,hds
208,37.41510772705078,10,8,0,0,hds_00_010_008_000,l1 w !hds_00_010_008_000!,hds
209,37.25840377807617,10,9,0,0,hds_00_010_009_000,l1 w !hds_00_010_009_000!,hds
210,37.006690979003906,10,10,0,0,hds_00_010_010_000,l1 w !hds_00_010_010_000!,hds
211,36.66682434082031,10,11,0,0,hds_00_010_011_000,l1 w !hds_00_010_011_000!,hds
212,36.23332977294922,10,12,0,0,hds_00_010_012_000,l1 w !hds_00_010_012_000!,hds
213,35.74311065673828,10,13,0,0,hds_00_010_013_000,l1 w !hds_00_010_013_000!,hds
214,35.44594955444336,10,14,0,0,hds_00_010_014_000,l1 w !hds_00_010_014_000!,hds
215,35.100284576416016,10,15,0,0,hds_00_010_015_000,l1 w !hds_00_010_015_000!,hds
216,34.82887649536133,10,16,0,0,hds_00_010_016_000,l1 w !hds_00_010_016_000!,hds
217,35.046871185302734,10,17,0,0,hds_00_010_017_000,l1 w !hds_00_010_017_000!,hds
218,35.23605728149414,10,18,0,0,hds_00_010_018_000,l1 w !hds_00_010_018_000!,hds
219,35.331398010253906,10,19,0,0,hds_00_010_019_000,l1 w !hds_00_010_019_000!,hds
220,44.116207122802734,11,0,0,0,hds_00_011_000_000,l1 w !hds_00_011_000_000!,hds
221,44.09952163696289,11,1,0,0,hds_00_011_001_000,l1 w !hds_00_011_001_000!,hds
222,44.08039855957031,11,2,0,0,hds_00_011_002_000,l1 w !hds_00_011_002_000!,hds
223,44.070613861083984,11,3,0,0,hds_00_011_003_000,l1 w !hds_00_011_003_000!,hds
228,37.187408447265625,11,8,0,0,hds_00_011_008_000,l1 w !hds_00_011_008_000!,hds
229,37.063602447509766,11,9,0,0,hds_00_011_009_000,l1 w !hds_00_011_009_000!,hds
230,36.842613220214844,11,10,0,0,hds_00_011_010_000,l1 w !hds_00_011_010_000!,hds
231,36.51560592651367,11,11,0,0,hds_00_011_011_000,l1 w !hds_00_011_011_000!,hds
232,36.03753662109375,11,12,0,0,hds_00_011_012_000,l1 w !hds_00_011_012_000!,hds
233,35.25542068481445,11,13,0,0,hds_00_011_013_000,l1 w !hds_00_011_013_000!,hds
234,35.357139587402344,11,14,0,0,hds_00_011_014_000,l1 w !hds_00_011_014_000!,hds
235,35.18507385253906,11,15,0,0,hds_00_011_015_000,l1 w !hds_00_011_015_000!,hds
236,35.15682601928711,11,16,0,0,hds_00_011_016_000,l1 w !hds_00_011_016_000!,hds
237,35.24736022949219,11,17,0,0,hds_00_011_017_000,l1 w !hds_00_011_017_000!,hds
238,35.34804153442383,11,18,0,0,hds_00_011_018_000,l1 w !hds_00_011_018_000!,hds
239,35.407623291015625,11,19,0,0,hds_00_011_019_000,l1 w !hds_00_011_019_000!,hds
240,44.18446350097656,12,0,0,0,hds_00_012_000_000,l1 w !hds_00_012_000_000!,hds
241,44.176025390625,12,1,0,0,hds_00_012_001_000,l1 w !hds_00_012_001_000!,hds
242,44.16652297973633,12,2,0,0,hds_00_012_002_000,l1 w !hds_00_012_002_000!,hds
243,44.159786224365234,12,3,0,0,hds_00_012_003_000,l1 w !hds_00_012_003_000!,hds
248,37.04302215576172,12,8,0,0,hds_00_012_008_000,l1 w !hds_00_012_008_000!,hds
249,36.93658447265625,12,9,0,0,hds_00_012_009_000,l1 w !hds_00_012_009_000!,hds
250,36.743629455566406,12,10,0,0,hds_00_012_010_000,l1 w !hds_00_012_010_000!,hds
251,36.46818542480469,12,11,0,0,hds_00_012_011_000,l1 w !hds_00_012_011_000!,hds
252,36.106300354003906,12,12,0,0,hds_00_012_012_000,l1 w !hds_00_012_012_000!,hds
253,35.694786071777344,12,13,0,0,hds_00_012_013_000,l1 w !hds_00_012_013_000!,hds
254,35.49322509765625,12,14,0,0,hds_00_012_014_000,l1 w !hds_00_012_014_000!,hds
255,35.27145004272461,12,15,0,0,hds_00_012_015_000,l1 w !hds_00_012_015_000!,hds
256,35.32073974609375,12,16,0,0,hds_00_012_016_000,l1 w !hds_00_012_016_000!,hds
257,35.39069366455078,12,17,0,0,hds_00_012_017_000,l1 w !hds_00_012_017_000!,hds
258,35.457942962646484,12,18,0,0,hds_00_012_018_000,l1 w !hds_00_012_018_000!,hds
259,35.498172760009766,12,19,0,0,hds_00_012_019_000,l1 w !hds_00_012_019_000!,hds
260,44.1950569152832,13,0,0,0,hds_00_013_000_000,l1 w !hds_00_013_000_000!,hds
261,44.188419342041016,13,1,0,0,hds_00_013_001_000,l1 w !hds_00_013_001_000!,hds
262,44.17870330810547,13,2,0,0,hds_00_013_002_000,l1 w !hds_00_013_002_000!,hds
263,44.172607421875,13,3,0,0,hds_00_013_003_000,l1 w !hds_00_013_003_000!,hds
268,36.957454681396484,13,8,0,0,hds_00_013_008_000,l1 w !hds_00_013_008_000!,hds
269,36.86341857910156,13,9,0,0,hds_00_013_009_000,l1 w !hds_00_013_009_000!,hds
270,36.69715118408203,13,10,0,0,hds_00_013_010_000,l1 w !hds_00_013_010_000!,hds
271,36.466796875,13,11,0,0,hds_00_013_011_000,l1 w !hds_00_013_011_000!,hds
272,36.17882537841797,13,12,0,0,hds_00_013_012_000,l1 w !hds_00_013_012_000!,hds
273,35.869319915771484,13,13,0,0,hds_00_013_013_000,l1 w !hds_00_013_013_000!,hds
274,35.603885650634766,13,14,0,0,hds_00_013_014_000,l1 w !hds_00_013_014_000!,hds
275,35.33543395996094,13,15,0,0,hds_00_013_015_000,l1 w !hds_00_013_015_000!,hds
276,35.418609619140625,13,16,0,0,hds_00_013_016_000,l1 w !hds_00_013_016_000!,hds
277,35.492733001708984,13,17,0,0,hds_00_013_017_000,l1 w !hds_00_013_017_000!,hds
278,35.55061340332031,13,18,0,0,hds_00_013_018_000,l1 w !hds_00_013_018_000!,hds
279,35.582000732421875,13,19,0,0,hds_00_013_019_000,l1 w !hds_00_013_019_000!,hds
280,44.142826080322266,14,0,0,0,hds_00_014_000_000,l1 w !hds_00_014_000_000!,hds
281,44.136905670166016,14,1,0,0,hds_00_014_001_000,l1 w !hds_00_014_001_000!,hds
282,44.12614059448242,14,2,0,0,hds_00_014_002_000,l1 w !hds_00_014_002_000!,hds
283,44.12112045288086,14,3,0,0,hds_00_014_003_000,l1 w !hds_00_014_003_000!,hds
288,36.91441345214844,14,8,0,0,hds_00_014_008_000,l1 w !hds_00_014_008_000!,hds
289,36.829551696777344,14,9,0,0,hds_00_014_009_000,l1 w !hds_00_014_009_000!,hds
290,36.68185043334961,14,10,0,0,hds_00_014_010_000,l1 w !hds_00_014_010_000!,hds
291,36.480934143066406,14,11,0,0,hds_00_014_011_000,l1 w !hds_00_014_011_000!,hds
292,36.23025131225586,14,12,0,0,hds_00_014_012_000,l1 w !hds_00_014_012_000!,hds
293,35.953460693359375,14,13,0,0,hds_00_014_013_000,l1 w !hds_00_014_013_000!,hds
294,35.67313766479492,14,14,0,0,hds_00_014_014_000,l1 w !hds_00_014_014_000!,hds
295,35.3785285949707,14,15,0,0,hds_00_014_015_000,l1 w !hds_00_014_015_000!,hds
296,35.48258590698242,14,16,0,0,hds_00_014_016_000,l1 w !hds_00_014_016_000!,hds
297,35.56480026245117,14,17,0,0,hds_00_014_017_000,l1 w !hds_00_014_017_000!,hds
298,35.62167739868164,14,18,0,0,hds_00_014_018_000,l1 w !hds_00_014_018_000!,hds
299,35.651756286621094,14,19,0,0,hds_00_014_019_000,l1 w !hds_00_014_019_000!,hds
300,44.02930450439453,15,0,0,0,hds_00_015_000_000,l1 w !hds_00_015_000_000!,hds
301,44.01830291748047,15,1,0,0,hds_00_015_001_000,l1 w !hds_00_015_001_000!,hds
302,44.010868072509766,15,2,0,0,hds_00_015_002_000,l1 w !hds_00_015_002_000!,hds
303,44.01023483276367,15,3,0,0,hds_00_015_003_000,l1 w !hds_00_015_003_000!,hds
308,36.90390396118164,15,8,0,0,hds_00_015_008_000,l1 w !hds_00_015_008_000!,hds
309,36.82432556152344,15,9,0,0,hds_00_015_009_000,l1 w !hds_00_015_009_000!,hds
310,36.688236236572266,15,10,0,0,hds_00_015_010_000,l1 w !hds_00_015_010_000!,hds
311,36.500267028808594,15,11,0,0,hds_00_015_011_000,l1 w !hds_00_015_011_000!,hds
312,36.265480041503906,15,12,0,0,hds_00_015_012_000,l1 w !hds_00_015_012_000!,hds
313,35.9991455078125,15,13,0,0,hds_00_015_013_000,l1 w !hds_00_015_013_000!,hds
314,35.71256637573242,15,14,0,0,hds_00_015_014_000,l1 w !hds_00_015_014_000!,hds
