member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=2_MEMBER=26_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.722243,10.1426,0.271441,6.63889,10.4551
GEN=2_MEMBER=26_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.722243,25.4825,0.329457,32.579,25.4135
GEN=2_MEMBER=27_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.568018,2.53042,0.271441,4.02746,2.37076
GEN=2_MEMBER=27_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.568018,37.9929,0.329457,33.1212,37.8866
GEN=2_MEMBER=28_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.310244,10.1426,0.271441,5.75044,9.95617
GEN=2_MEMBER=28_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.310244,25.4825,0.329457,32.4825,25.2476
GEN=2_MEMBER=29_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.34335,3.02422,0.271441,4.00607,2.83784
GEN=2_MEMBER=29_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.34335,32.343,0.329457,33.3451,32.1081
GEN=3_MEMBER=30_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.86603,2.53042,0.271441,4.30879,2.87115
GEN=3_MEMBER=30_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.86603,37.9929,0.329457,36.7046,38.6381
GEN=3_MEMBER=31_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.731788,3.02422,0.271441,4.75631,3.33676
GEN=3_MEMBER=31_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.731788,32.343,0.329457,33.1737,32.2739
GEN=3_MEMBER=32_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.404324,3.02422,0.271441,4.07713,2.86456
GEN=3_MEMBER=32_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.404324,32.343,0.329457,32.9607,32.2367
GEN=3_MEMBER=33_DE,GEN=9_MEMBER=93_DE,OBJ_1,0.224589,8.14255,0.271441,5.55965,7.95617
GEN=3_MEMBER=33_DE,GEN=9_MEMBER=93_DE,OBJ_2,0.224589,33.7713,0.329457,33.7916,33.5364
GEN=3_MEMBER=34_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.86603,2.53042,0.271441,5.72614,2.87115
GEN=3_MEMBER=34_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.86603,37.9929,0.329457,34.104,38.6381
GEN=3_MEMBER=35_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.711805,2.53042,0.271441,3.81558,2.84296
GEN=3_MEMBER=35_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.711805,37.9929,0.329457,35.7016,37.9238
GEN=3_MEMBER=36_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.34335,2.53042,0.271441,3.28896,2.34404
GEN=3_MEMBER=36_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.34335,37.9929,0.329457,35.3601,37.758
GEN=3_MEMBER=37_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.310244,2.53042,0.271441,3.40312,2.34404
GEN=3_MEMBER=37_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.310244,37.9929,0.329457,35.5253,37.758
GEN=3_MEMBER=38_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.86603,10.1426,0.271441,6.23919,10.4833
GEN=3_MEMBER=38_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.86603,25.4825,0.329457,33.3842,26.1277
GEN=3_MEMBER=39_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.577563,2.2417,0.271441,1.96588,2.08204
GEN=3_MEMBER=39_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.577563,34.0581,0.329457,35.4096,33.9518
GEN=4_MEMBER=40_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.0644104,2.53042,0.271441,1.63568,2.22319
GEN=4_MEMBER=40_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.0644104,37.9929,0.329457,36.0174,37.758
GEN=4_MEMBER=41_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.99,3.02422,0.271441,3.18896,3.36495
GEN=4_MEMBER=41_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.99,32.343,0.329457,35.5924,32.9882
GEN=4_MEMBER=42_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.850044,10.1426,0.271441,4.86057,10.4833
GEN=4_MEMBER=42_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.850044,25.4825,0.329457,38.0836,26.1277
GEN=4_MEMBER=43_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.352878,10.1426,0.271441,6.06753,9.95617
GEN=4_MEMBER=43_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.352878,25.4825,0.329457,32.5738,25.2476
GEN=4_MEMBER=44_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.99,2.2417,0.271441,3.16296,2.58243
GEN=4_MEMBER=44_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.99,34.0581,0.329457,35.4127,34.7033
GEN=4_MEMBER=45_DE,GEN=9_MEMBER=93_DE,OBJ_1,0.593955,8.14255,0.271441,5.75247,7.98289
GEN=4_MEMBER=45_DE,GEN=9_MEMBER=93_DE,OBJ_2,0.593955,33.7713,0.329457,33.2385,33.665
GEN=4_MEMBER=46_DE,GEN=9_MEMBER=94_DE,OBJ_1,0.331983,0.724492,0.271441,4.15871,0.538112
GEN=4_MEMBER=46_DE,GEN=9_MEMBER=94_DE,OBJ_2,0.331983,41.34,0.329457,37.5868,41.105
GEN=4_MEMBER=47_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.171804,2.53042,0.271441,2.62812,2.22319
GEN=4_MEMBER=47_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.171804,37.9929,0.329457,35.6002,37.758
GEN=4_MEMBER=48_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.0644104,2.2417,0.271441,1.64945,1.93447
GEN=4_MEMBER=48_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.0644104,34.0581,0.329457,36.0797,33.8232
GEN=4_MEMBER=49_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.433776,2.53042,0.271441,3.17676,2.37076
GEN=4_MEMBER=49_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.433776,37.9929,0.329457,34.3221,37.8866
GEN=5_MEMBER=50_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.298462,10.1426,0.271441,5.70784,9.95617
GEN=5_MEMBER=50_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.298462,25.4825,0.329457,32.906,25.2476
GEN=5_MEMBER=51_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.593955,2.53042,0.271441,5.46736,2.37076
GEN=5_MEMBER=51_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.593955,37.9929,0.329457,33.4738,37.8866
GEN=5_MEMBER=52_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.759226,2.2417,0.271441,3.01031,2.55424
GEN=5_MEMBER=52_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.759226,34.0581,0.329457,34.9339,33.9891
GEN=5_MEMBER=53_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.850044,2.53042,0.271441,3.66445,2.87115
GEN=5_MEMBER=53_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.850044,37.9929,0.329457,37.1648,38.6381
GEN=5_MEMBER=54_DE,GEN=9_MEMBER=93_DE,OBJ_1,0.298462,8.14255,0.271441,4.82172,7.95617
GEN=5_MEMBER=54_DE,GEN=9_MEMBER=93_DE,OBJ_2,0.298462,33.7713,0.329457,34.3336,33.5364
GEN=5_MEMBER=55_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.361493,3.02422,0.271441,2.7894,2.83784
GEN=5_MEMBER=55_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.361493,32.343,0.329457,34.8281,32.1081
GEN=5_MEMBER=56_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.759226,2.2417,0.271441,2.37869,2.55424
GEN=5_MEMBER=56_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.759226,34.0581,0.329457,36.899,33.9891
GEN=5_MEMBER=57_DE,GEN=9_MEMBER=98_DE,OBJ_1,0.331983,0.150894,0.271441,1.51007,-0.0354856
GEN=5_MEMBER=57_DE,GEN=9_MEMBER=98_DE,OBJ_2,0.331983,50.7339,0.329457,39.3322,50.499
GEN=5_MEMBER=58_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.99,5.52574,0.271441,5.03718,5.86648
GEN=5_MEMBER=58_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.99,36.8986,0.329457,34.1399,37.5438
GEN=5_MEMBER=59_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.705919,10.1426,0.271441,6.20029,10.4551
GEN=5_MEMBER=59_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.705919,25.4825,0.329457,32.9026,25.4135
GEN=6_MEMBER=60_DE,GEN=9_MEMBER=98_DE,OBJ_1,0.331983,0.150894,0.271441,3.39566,-0.0354856
GEN=6_MEMBER=60_DE,GEN=9_MEMBER=98_DE,OBJ_2,0.331983,50.7339,0.329457,36.2913,50.499
GEN=6_MEMBER=61_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.593955,2.53042,0.271441,4.18886,2.37076
GEN=6_MEMBER=61_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.593955,37.9929,0.329457,33.8816,37.8866
GEN=6_MEMBER=62_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.01,3.02422,0.271441,5.38993,2.71699
GEN=6_MEMBER=62_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.01,32.343,0.329457,33.0406,32.1081
GEN=6_MEMBER=63_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.99,3.02422,0.271441,3.10895,3.36495
GEN=6_MEMBER=63_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.99,32.343,0.329457,35.2865,32.9882
GEN=6_MEMBER=64_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.148435,5.52574,0.271441,2.48026,5.21851
GEN=6_MEMBER=64_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.148435,36.8986,0.329457,37.7885,36.6637
GEN=6_MEMBER=65_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.777595,2.53042,0.271441,5.01645,2.84296
GEN=6_MEMBER=65_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.777595,37.9929,0.329457,33.2359,37.9238
GEN=6_MEMBER=66_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.776914,5.52574,0.271441,2.89374,5.83829
GEN=6_MEMBER=66_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.776914,36.8986,0.329457,40.2372,36.8296
GEN=6_MEMBER=67_DE,GEN=9_MEMBER=96_DE,OBJ_1,0.01,0.93042,0.271441,2.22558,0.62319
GEN=6_MEMBER=67_DE,GEN=9_MEMBER=96_DE,OBJ_2,0.01,36.5296,0.329457,36.9519,36.2946
GEN=6_MEMBER=68_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.302989,5.52574,0.271441,2.26588,5.33936
GEN=6_MEMBER=68_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.302989,36.8986,0.329457,38.681,36.6637
GEN=6_MEMBER=69_DE,GEN=9_MEMBER=98_DE,OBJ_1,0.433776,0.150894,0.271441,1.34486,-0.00876933
GEN=6_MEMBER=69_DE,GEN=9_MEMBER=98_DE,OBJ_2,0.433776,50.7339,0.329457,42.6531,50.6276
GEN=7_MEMBER=70_DE,GEN=9_MEMBER=99_DE,OBJ_1,0.433776,10.1426,0.271441,5.24099,9.98289
GEN=7_MEMBER=70_DE,GEN=9_MEMBER=99_DE,OBJ_2,0.433776,25.4825,0.329457,35.6857,25.3762
GEN=7_MEMBER=71_DE,GEN=9_MEMBER=96_DE,OBJ_1,0.536413,0.93042,0.271441,1.44933,0.770756
GEN=7_MEMBER=71_DE,GEN=9_MEMBER=96_DE,OBJ_2,0.536413,36.5296,0.329457,36.3216,36.4232
GEN=7_MEMBER=72_DE,GEN=9_MEMBER=96_DE,OBJ_1,0.01,0.93042,0.271441,0.513329,0.62319
GEN=7_MEMBER=72_DE,GEN=9_MEMBER=96_DE,OBJ_2,0.01,36.5296,0.329457,43.1089,36.2946
GEN=7_MEMBER=73_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.01,2.53042,0.271441,1.88185,2.22319
GEN=7_MEMBER=73_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.01,37.9929,0.329457,40.056,37.758
GEN=7_MEMBER=74_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.99,5.52574,0.271441,3.39575,5.86648
GEN=7_MEMBER=74_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.99,36.8986,0.329457,38.9893,37.5438
GEN=7_MEMBER=75_DE,GEN=9_MEMBER=91_DE,OBJ_1,0.0540906,0.142552,0.271441,1.47063,-0.164678
GEN=7_MEMBER=75_DE,GEN=9_MEMBER=91_DE,OBJ_2,0.0540906,56.0363,0.329457,44.1129,55.8014
GEN=7_MEMBER=76_DE,GEN=9_MEMBER=94_DE,OBJ_1,0.01,0.724492,0.271441,1.3228,0.417262
GEN=7_MEMBER=76_DE,GEN=9_MEMBER=94_DE,OBJ_2,0.01,41.34,0.329457,43.6912,41.105
GEN=7_MEMBER=77_DE,GEN=9_MEMBER=98_DE,OBJ_1,0.01,0.150894,0.271441,1.49406,-0.156335
GEN=7_MEMBER=77_DE,GEN=9_MEMBER=98_DE,OBJ_2,0.01,50.7339,0.329457,43.8959,50.499
GEN=7_MEMBER=78_DE,GEN=9_MEMBER=95_DE,OBJ_1,0.133065,2.53042,0.271441,2.25923,2.22319
GEN=7_MEMBER=78_DE,GEN=9_MEMBER=95_DE,OBJ_2,0.133065,37.9929,0.329457,36.5363,37.758
GEN=7_MEMBER=79_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.133065,3.02422,0.271441,2.40587,2.71699
GEN=7_MEMBER=79_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.133065,32.343,0.329457,36.454,32.1081
GEN=8_MEMBER=80_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.99,5.52574,0.271441,5.13254,5.86648
GEN=8_MEMBER=80_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.99,36.8986,0.329457,34.22,37.5438
GEN=8_MEMBER=81_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.01,2.2417,0.271441,1.59407,1.93447
GEN=8_MEMBER=81_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.01,34.0581,0.329457,42.3554,33.8232
GEN=8_MEMBER=82_DE,GEN=9_MEMBER=91_DE,OBJ_1,0.891548,0.142552,0.271441,2.3876,0.483283
GEN=8_MEMBER=82_DE,GEN=9_MEMBER=91_DE,OBJ_2,0.891548,56.0363,0.329457,44.7257,56.6815
GEN=8_MEMBER=83_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.433776,5.52574,0.271441,2.57835,5.36608
GEN=8_MEMBER=83_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.433776,36.8986,0.329457,41.9292,36.7923
GEN=8_MEMBER=84_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.49907,5.52574,0.271441,2.4746,5.36608
GEN=8_MEMBER=84_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.49907,36.8986,0.329457,39.0783,36.7923
GEN=8_MEMBER=85_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.650979,2.2417,0.271441,2.67592,2.55424
GEN=8_MEMBER=85_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.650979,34.0581,0.329457,38.809,33.9891
GEN=8_MEMBER=86_DE,GEN=9_MEMBER=96_DE,OBJ_1,0.475221,0.93042,0.271441,1.09575,0.770756
GEN=8_MEMBER=86_DE,GEN=9_MEMBER=96_DE,OBJ_2,0.475221,36.5296,0.329457,40.7731,36.4232
GEN=8_MEMBER=87_DE,GEN=9_MEMBER=90_DE,OBJ_1,0.133065,3.02422,0.271441,2.35119,2.71699
GEN=8_MEMBER=87_DE,GEN=9_MEMBER=90_DE,OBJ_2,0.133065,32.343,0.329457,38.3624,32.1081
GEN=8_MEMBER=88_DE,GEN=9_MEMBER=92_DE,OBJ_1,0.01,2.2417,0.271441,1.59187,1.93447
GEN=8_MEMBER=88_DE,GEN=9_MEMBER=92_DE,OBJ_2,0.01,34.0581,0.329457,39.9487,33.8232
GEN=8_MEMBER=89_DE,GEN=9_MEMBER=97_DE,OBJ_1,0.650979,5.52574,0.271441,3.29765,5.83829
GEN=8_MEMBER=89_DE,GEN=9_MEMBER=97_DE,OBJ_2,0.650979,36.8986,0.329457,35.4217,36.8296
