real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
1||gen=8_member=84_de,0,0.179847,1,0,0,0,0.697917,0.160801,0,1,0,0.559577,0.751745,1,0.820454,0.0547525,1,0.732411,1,1,0.90941,0,1,0,0.317425,0.0872574,0.0332301,0.100613,0.0705059,0,-0.33415,-0.164678,0.49907
2||gen=8_member=84_de,0,0.179847,1,0,0,0,0.697917,0.160801,0,1,0,0.559577,0.751745,1,0.820454,0.0547525,1,0.732411,1,1,0.90941,0,1,0,0.317425,0.0872574,0.0332301,0.100613,0.0705059,0,-0.5,-0.043828,0.49907
3||gen=8_member=84_de,0,0.179847,1,0,0,0,0.697917,0.160801,0,1,0,0.559577,0.751745,1,0.820454,0.0547525,1,0.732411,1,1,0.90941,0,1,0,0.317425,0.0872574,0.0332301,0.100613,0.0705059,0,0.380101,0.455093,0.49907
4||gen=8_member=84_de,0,0.179847,1,0,0,0,0.697917,0.160801,0,1,0,0.559577,0.751745,1,0.820454,0.0547525,1,0.732411,1,1,0.90941,0,1,0,0.317425,0.0872574,0.0332301,0.100613,0.0705059,0,-0.5,-0.0171117,0.49907
0||gen=8_member=85_de,0.0787868,0.261099,0.821679,0,0,0,0.399334,0.0893337,0.245686,0.734535,0.955662,0.628191,0.751458,1,0.499079,0,0.699601,0.526766,1,1,0.807141,0.695957,1,0,0.323709,0.063141,0.284091,0.125766,0.159542,0.752402,-0.371402,0.483283,0.650979
1||gen=8_member=85_de,0.0787868,0.261099,0.821679,0,0,0,0.399334,0.0893337,0.245686,0.734535,0.955662,0.628191,0.751458,1,0.499079,0,0.699601,0.526766,1,1,0.807141,0.695957,1,0,0.323709,0.063141,0.284091,0.125766,0.159542,0.752402,-0.33415,-0.164678,0.650979
2||gen=8_member=85_de,0.0787868,0.261099,0.821679,0,0,0,0.399334,0.0893337,0.245686,0.734535,0.955662,0.628191,0.751458,1,0.499079,0,0.699601,0.526766,1,1,0.807141,0.695957,1,0,0.323709,0.063141,0.284091,0.125766,0.159542,0.752402,-0.5,-0.043828,0.650979
3||gen=8_member=85_de,0.0787868,0.261099,0.821679,0,0,0,0.399334,0.0893337,0.245686,0.734535,0.955662,0.628191,0.751458,1,0.499079,0,0.699601,0.526766,1,1,0.807141,0.695957,1,0,0.323709,0.063141,0.284091,0.125766,0.159542,0.752402,0.380101,0.455093,0.650979
4||gen=8_member=85_de,0.0787868,0.261099,0.821679,0,0,0,0.399334,0.0893337,0.245686,0.734535,0.955662,0.628191,0.751458,1,0.499079,0,0.699601,0.526766,1,1,0.807141,0.695957,1,0,0.323709,0.063141,0.284091,0.125766,0.159542,0.752402,-0.5,-0.0171117,0.650979
0||gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,-0.371402,0.483283,0.475221
1||gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,-0.33415,-0.164678,0.475221
2||gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,-0.5,-0.043828,0.475221
3||gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,0.380101,0.455093,0.475221
4||gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,-0.5,-0.0171117,0.475221
0||gen=8_member=87_de,0.538319,0.211018,1,0.0161689,0,0,0.671813,0,0.196548,1,0,0.244561,1,0.570574,0.802918,0,1,0.71488,0.948524,1,0.897313,0,0.73515,0,0.400559,0.0306935,0.251103,0.157208,0.2,0.0108812,-0.371402,0.483283,0.133065
1||gen=8_member=87_de,0.538319,0.211018,1,0.0161689,0,0,0.671813,0,0.196548,1,0,0.244561,1,0.570574,0.802918,0,1,0.71488,0.948524,1,0.897313,0,0.73515,0,0.400559,0.0306935,0.251103,0.157208,0.2,0.0108812,-0.33415,-0.164678,0.133065
2||gen=8_member=87_de,0.538319,0.211018,1,0.0161689,0,0,0.671813,0,0.196548,1,0,0.244561,1,0.570574,0.802918,0,1,0.71488,0.948524,1,0.897313,0,0.73515,0,0.400559,0.0306935,0.251103,0.157208,0.2,0.0108812,-0.5,-0.043828,0.133065
3||gen=8_member=87_de,0.538319,0.211018,1,0.0161689,0,0,0.671813,0,0.196548,1,0,0.244561,1,0.570574,0.802918,0,1,0.71488,0.948524,1,0.897313,0,0.73515,0,0.400559,0.0306935,0.251103,0.157208,0.2,0.0108812,0.380101,0.455093,0.133065
4||gen=8_member=87_de,0.538319,0.211018,1,0.0161689,0,0,0.671813,0,0.196548,1,0,0.244561,1,0.570574,0.802918,0,1,0.71488,0.948524,1,0.897313,0,0.73515,0,0.400559,0.0306935,0.251103,0.157208,0.2,0.0108812,-0.5,-0.0171117,0.133065
0||gen=8_member=88_de,0,0.217894,0.813752,0.0782424,0,0.432981,0,0.111667,0,0.371002,0.465705,0.295376,0,1,0.563334,0,0.880547,0,1,1,0.880272,0.199957,1,0.588971,0.27404,0.157414,0.0639733,0.157208,0.528501,0.111935,-0.371402,0.483283,0.01
1||gen=8_member=88_de,0,0.217894,0.813752,0.0782424,0,0.432981,0,0.111667,0,0.371002,0.465705,0.295376,0,1,0.563334,0,0.880547,0,1,1,0.880272,0.199957,1,0.588971,0.27404,0.157414,0.0639733,0.157208,0.528501,0.111935,-0.33415,-0.164678,0.01
2||gen=8_member=88_de,0,0.217894,0.813752,0.0782424,0,0.432981,0,0.111667,0,0.371002,0.465705,0.295376,0,1,0.563334,0,0.880547,0,1,1,0.880272,0.199957,1,0.588971,0.27404,0.157414,0.0639733,0.157208,0.528501,0.111935,-0.5,-0.043828,0.01
3||gen=8_member=88_de,0,0.217894,0.813752,0.0782424,0,0.432981,0,0.111667,0,0.371002,0.465705,0.295376,0,1,0.563334,0,0.880547,0,1,1,0.880272,0.199957,1,0.588971,0.27404,0.157414,0.0639733,0.157208,0.528501,0.111935,0.380101,0.455093,0.01
4||gen=8_member=88_de,0,0.217894,0.813752,0.0782424,0,0.432981,0,0.111667,0,0.371002,0.465705,0.295376,0,1,0.563334,0,0.880547,0,1,1,0.880272,0.199957,1,0.588971,0.27404,0.157414,0.0639733,0.157208,0.528501,0.111935,-0.5,-0.0171117,0.01
0||gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,-0.371402,0.483283,0.650979
1||gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,-0.33415,-0.164678,0.650979
2||gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,-0.5,-0.043828,0.650979
3||gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,0.380101,0.455093,0.650979
4||gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,-0.5,-0.0171117,0.650979
