member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=0_MEMBER=2,GEN=5_MEMBER=53_DE,OBJ_2,0.735531,40.2594,0.329457,36.3599,40.1903
GEN=0_MEMBER=3,GEN=5_MEMBER=53_DE,OBJ_1,0.440582,2.14255,0.271441,5.73174,1.98289
GEN=0_MEMBER=3,GEN=5_MEMBER=53_DE,OBJ_2,0.440582,40.2594,0.329457,32.0599,40.1531
GEN=0_MEMBER=4,GEN=5_MEMBER=53_DE,OBJ_1,0.685604,2.14255,0.271441,3.91822,2.45509
GEN=0_MEMBER=4,GEN=5_MEMBER=53_DE,OBJ_2,0.685604,40.2594,0.329457,36.8124,40.1903
GEN=0_MEMBER=5,GEN=5_MEMBER=59_DE,OBJ_1,0.783721,10.1426,0.271441,6.41416,10.4551
GEN=0_MEMBER=5,GEN=5_MEMBER=59_DE,OBJ_2,0.783721,26.1961,0.329457,33.0548,26.127
GEN=0_MEMBER=6,GEN=5_MEMBER=54_DE,OBJ_1,0.722243,6.55089,0.271441,6.3711,6.86344
GEN=0_MEMBER=6,GEN=5_MEMBER=54_DE,OBJ_2,0.722243,23.9838,0.329457,32.9246,23.9147
GEN=0_MEMBER=7,GEN=5_MEMBER=53_DE,OBJ_1,0.129617,2.14255,0.271441,5.35824,1.83532
GEN=0_MEMBER=7,GEN=5_MEMBER=53_DE,OBJ_2,0.129617,40.2594,0.329457,32.5375,40.0245
GEN=0_MEMBER=8,GEN=5_MEMBER=53_DE,OBJ_1,0.0706925,2.14255,0.271441,5.76449,1.83532
GEN=0_MEMBER=8,GEN=5_MEMBER=53_DE,OBJ_2,0.0706925,40.2594,0.329457,31.1514,40.0245
GEN=0_MEMBER=9,GEN=5_MEMBER=50_DE,OBJ_1,0.875221,10.1426,0.271441,7.66434,10.4833
GEN=0_MEMBER=9,GEN=5_MEMBER=50_DE,OBJ_2,0.875221,26.4862,0.329457,29.3787,27.1314
GEN=1_MEMBER=10_DE,GEN=5_MEMBER=59_DE,OBJ_1,0.808579,10.1426,0.271441,7.32906,10.4833
GEN=1_MEMBER=10_DE,GEN=5_MEMBER=59_DE,OBJ_2,0.808579,26.1961,0.329457,29.5704,26.8413
GEN=1_MEMBER=11_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.34335,2.14255,0.271441,4.60423,1.95617
GEN=1_MEMBER=11_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.34335,40.2594,0.329457,34.6646,40.0245
GEN=1_MEMBER=12_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.310244,2.14255,0.271441,4.783,1.95617
GEN=1_MEMBER=12_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.310244,40.2594,0.329457,32.4927,40.0245
GEN=1_MEMBER=13_DE,GEN=5_MEMBER=58_DE,OBJ_1,0.0321403,5.01588,0.271441,2.43398,4.70865
GEN=1_MEMBER=13_DE,GEN=5_MEMBER=58_DE,OBJ_2,0.0321403,31.2237,0.329457,37.2923,30.9888
GEN=1_MEMBER=14_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.685604,2.14255,0.271441,4.86615,2.45509
GEN=1_MEMBER=14_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.685604,40.2594,0.329457,34.0732,40.1903
GEN=1_MEMBER=15_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.915163,10.1426,0.271441,7.52448,10.4833
GEN=1_MEMBER=15_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.915163,26.4862,0.329457,31.3301,27.1314
GEN=1_MEMBER=16_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.568018,2.14255,0.271441,5.58043,1.98289
GEN=1_MEMBER=16_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.568018,40.2594,0.329457,33.7243,40.1531
GEN=1_MEMBER=17_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.722243,10.1426,0.271441,7.40584,10.4551
GEN=1_MEMBER=17_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.722243,26.4862,0.329457,30.2253,26.4171
GEN=1_MEMBER=18_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.34335,10.1426,0.271441,6.13272,9.95617
GEN=1_MEMBER=18_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.34335,26.4862,0.329457,32.3294,26.2513
GEN=1_MEMBER=19_DE,GEN=5_MEMBER=54_DE,OBJ_1,0.129617,6.55089,0.271441,5.98779,6.24366
GEN=1_MEMBER=19_DE,GEN=5_MEMBER=54_DE,OBJ_2,0.129617,23.9838,0.329457,30.8394,23.7489
GEN=2_MEMBER=20_DE,GEN=5_MEMBER=55_DE,OBJ_1,0.224589,10.1426,0.271441,8.73133,9.95617
GEN=2_MEMBER=20_DE,GEN=5_MEMBER=55_DE,OBJ_2,0.224589,21.5772,0.329457,24.12,21.3423
GEN=2_MEMBER=21_DE,GEN=5_MEMBER=55_DE,OBJ_1,0.404324,10.1426,0.271441,4.56964,9.98289
GEN=2_MEMBER=21_DE,GEN=5_MEMBER=55_DE,OBJ_2,0.404324,21.5772,0.329457,32.7653,21.4709
GEN=2_MEMBER=22_DE,GEN=5_MEMBER=59_DE,OBJ_1,0.392392,10.1426,0.271441,7.07813,9.95617
GEN=2_MEMBER=22_DE,GEN=5_MEMBER=59_DE,OBJ_2,0.392392,26.1961,0.329457,28.7741,25.9612
GEN=2_MEMBER=23_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.305943,6.55089,0.271441,2.92275,6.36451
GEN=2_MEMBER=23_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.305943,24.8632,0.329457,35.6439,24.6283
GEN=2_MEMBER=24_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.392392,10.1426,0.271441,6.27036,9.95617
GEN=2_MEMBER=24_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.392392,26.4862,0.329457,32.6297,26.2513
GEN=2_MEMBER=25_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.334883,2.14255,0.271441,5.42144,1.95617
GEN=2_MEMBER=25_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.334883,40.2594,0.329457,32.6086,40.0245
GEN=2_MEMBER=26_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.722243,10.1426,0.271441,7.96942,10.4551
GEN=2_MEMBER=26_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.722243,26.4862,0.329457,30.1312,26.4171
GEN=2_MEMBER=27_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.568018,2.14255,0.271441,6.77978,1.98289
GEN=2_MEMBER=27_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.568018,40.2594,0.329457,28.61,40.1531
GEN=2_MEMBER=28_DE,GEN=5_MEMBER=59_DE,OBJ_1,0.310244,10.1426,0.271441,7.08925,9.95617
GEN=2_MEMBER=28_DE,GEN=5_MEMBER=59_DE,OBJ_2,0.310244,26.1961,0.329457,28.0566,25.9612
GEN=2_MEMBER=29_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.34335,2.14255,0.271441,2.66264,1.95617
GEN=2_MEMBER=29_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.34335,40.2594,0.329457,36.9718,40.0245
GEN=3_MEMBER=30_DE,GEN=5_MEMBER=59_DE,OBJ_1,0.86603,10.1426,0.271441,6.38823,10.4833
GEN=3_MEMBER=30_DE,GEN=5_MEMBER=59_DE,OBJ_2,0.86603,26.1961,0.329457,34.2558,26.8413
GEN=3_MEMBER=31_DE,GEN=5_MEMBER=55_DE,OBJ_1,0.731788,10.1426,0.271441,8.99983,10.4551
GEN=3_MEMBER=31_DE,GEN=5_MEMBER=55_DE,OBJ_2,0.731788,21.5772,0.329457,25.6908,21.5082
GEN=3_MEMBER=32_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.404324,6.55089,0.271441,6.89901,6.39123
GEN=3_MEMBER=32_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.404324,24.8632,0.329457,27.4747,24.7569
GEN=3_MEMBER=33_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.224589,10.1426,0.271441,7.20516,9.95617
GEN=3_MEMBER=33_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.224589,26.4862,0.329457,28.8981,26.2513
GEN=3_MEMBER=34_DE,GEN=5_MEMBER=51_DE,OBJ_1,0.86603,0.142552,0.271441,5.3425,0.483283
GEN=3_MEMBER=34_DE,GEN=5_MEMBER=51_DE,OBJ_2,0.86603,51.5743,0.329457,37.7506,52.2195
GEN=3_MEMBER=35_DE,GEN=5_MEMBER=56_DE,OBJ_1,0.711805,0.142552,0.271441,2.76487,0.455093
GEN=3_MEMBER=35_DE,GEN=5_MEMBER=56_DE,OBJ_2,0.711805,45.7279,0.329457,38.1734,45.6589
GEN=3_MEMBER=36_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.34335,2.14255,0.271441,2.22592,1.95617
GEN=3_MEMBER=36_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.34335,40.2594,0.329457,38.3762,40.0245
GEN=3_MEMBER=37_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.310244,2.14255,0.271441,2.31377,1.95617
GEN=3_MEMBER=37_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.310244,40.2594,0.329457,38.1213,40.0245
GEN=3_MEMBER=38_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.86603,10.1426,0.271441,4.2442,10.4833
GEN=3_MEMBER=38_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.86603,26.4862,0.329457,37.4215,27.1314
GEN=3_MEMBER=39_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.577563,6.55089,0.271441,3.66838,6.39123
GEN=3_MEMBER=39_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.577563,24.8632,0.329457,34.8248,24.7569
GEN=4_MEMBER=40_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.0644104,6.55089,0.271441,5.05182,6.24366
GEN=4_MEMBER=40_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.0644104,24.8632,0.329457,30.1663,24.6283
GEN=4_MEMBER=41_DE,GEN=5_MEMBER=56_DE,OBJ_1,0.99,0.142552,0.271441,2.94673,0.483283
GEN=4_MEMBER=41_DE,GEN=5_MEMBER=56_DE,OBJ_2,0.99,45.7279,0.329457,38.4833,46.3731
GEN=4_MEMBER=42_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.850044,2.14255,0.271441,3.66606,2.48328
GEN=4_MEMBER=42_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.850044,40.2594,0.329457,37.9588,40.9046
GEN=4_MEMBER=43_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.352878,10.1426,0.271441,7.38448,9.95617
GEN=4_MEMBER=43_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.352878,26.4862,0.329457,29.2472,26.2513
GEN=4_MEMBER=44_DE,GEN=5_MEMBER=56_DE,OBJ_1,0.99,0.142552,0.271441,3.74947,0.483283
GEN=4_MEMBER=44_DE,GEN=5_MEMBER=56_DE,OBJ_2,0.99,45.7279,0.329457,36.7762,46.3731
GEN=4_MEMBER=45_DE,GEN=5_MEMBER=50_DE,OBJ_1,0.593955,10.1426,0.271441,8.58156,9.98289
GEN=4_MEMBER=45_DE,GEN=5_MEMBER=50_DE,OBJ_2,0.593955,26.4862,0.329457,28.321,26.3799
GEN=4_MEMBER=46_DE,GEN=5_MEMBER=54_DE,OBJ_1,0.331983,6.55089,0.271441,6.26061,6.36451
GEN=4_MEMBER=46_DE,GEN=5_MEMBER=54_DE,OBJ_2,0.331983,23.9838,0.329457,29.2987,23.7489
GEN=4_MEMBER=47_DE,GEN=5_MEMBER=54_DE,OBJ_1,0.171804,6.55089,0.271441,4.48623,6.24366
GEN=4_MEMBER=47_DE,GEN=5_MEMBER=54_DE,OBJ_2,0.171804,23.9838,0.329457,32.5691,23.7489
GEN=4_MEMBER=48_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.0644104,6.55089,0.271441,4.83788,6.24366
GEN=4_MEMBER=48_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.0644104,24.8632,0.329457,30.692,24.6283
GEN=4_MEMBER=49_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.433776,2.14255,0.271441,5.20595,1.98289
GEN=4_MEMBER=49_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.433776,40.2594,0.329457,33.6867,40.1531
