"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.71712704814E+02   1.56030000000E+02  h21634.24   
   1.71682495733E+02   1.58050000000E+02  h21634.25   
   1.71650410931E+02   1.58140000000E+02  h21634.26   
   1.71617316743E+02   1.59570000000E+02  h21634.27   
   1.71585246828E+02   1.60010000000E+02  h21634.28   
   1.71552469518E+02   1.56700000000E+02  h21634.29   
   2.20076444705E+02   1.95940000000E+02  h21652.1    
   2.19693955931E+02   1.96500000000E+02  h21652.2    
   2.17440961867E+02   1.93720000000E+02  h21652.3    
   2.15939755358E+02   1.65800000000E+02  h21652.4    
   2.14768685738E+02   1.57800000000E+02  h21652.5    
   2.13461331694E+02   1.72590000000E+02  h21652.6    
   2.12511788396E+02   1.55410000000E+02  h21652.7    
   2.12040071268E+02   1.66370000000E+02  h21652.8    
   2.11384951164E+02   1.68980000000E+02  h21652.9    
   2.10103694670E+02   1.48500000000E+02  h21652.10   
   2.07367181268E+02   1.62680000000E+02  h21652.11   
   2.04348846046E+02   1.68450000000E+02  h21652.12   
   2.04727631098E+02   1.65910000000E+02  h21652.13   
   2.05114603571E+02   1.68180000000E+02  h21652.14   
   2.03178833374E+02   1.66820000000E+02  h21652.15   
   2.02616894579E+02   1.41290000000E+02  h21652.16   
   1.98207685025E+02   1.52800000000E+02  h21652.17   
   1.99456821503E+02   1.61780000000E+02  h21652.18   
   1.99547455787E+02   1.50560000000E+02  h21652.19   
   2.00876920599E+02   1.51480000000E+02  h21652.20   
   1.97218566944E+02   1.56220000000E+02  h21652.21   
   1.98760736309E+02   1.37330000000E+02  h21652.22   
   1.98999355628E+02   1.28680000000E+02  h21652.23   
   1.99125803452E+02   1.49600000000E+02  h21652.24   
   1.99709273069E+02   1.50680000000E+02  h21652.25   
   1.68987663008E+02   1.71000000000E+02  h21700.1    
   1.68922707093E+02   1.61000000000E+02  h21700.2    
   1.68917248473E+02   1.66320000000E+02  h21700.3    
   1.68907919305E+02   1.65110000000E+02  h21700.4    
   1.68893860621E+02   1.66000000000E+02  h21700.5    
   1.68868420854E+02   1.66410000000E+02  h21700.6    
   1.68846138255E+02   1.66900000000E+02  h21700.7    
   1.68824187909E+02   1.65600000000E+02  h21700.8    
   1.68777650844E+02   1.58600000000E+02  h21700.9    
   1.68786028737E+02   1.59740000000E+02  h21700.10   
   1.68739815660E+02   1.62380000000E+02  h21700.11   
   1.68695555317E+02   1.65950000000E+02  h21700.12   
   1.68657243849E+02   1.62970000000E+02  h21700.13   
   1.68616595387E+02   1.63280000000E+02  h21700.14   
   1.68577752561E+02   1.63050000000E+02  h21700.15   
   1.68556443294E+02   1.63750000000E+02  h21700.16   
   1.68529490312E+02   1.63460000000E+02  h21700.17   
   1.68503336531E+02   1.62550000000E+02  h21700.18   
   1.68476985332E+02   1.61970000000E+02  h21700.19   
   1.68452339437E+02   1.63220000000E+02  h21700.20   
   1.68432607177E+02   1.61480000000E+02  h21700.21   
   1.68411806267E+02   1.59900000000E+02  h21700.22   
   1.68390659784E+02   1.57900000000E+02  h21700.23   
   1.68369437974E+02   1.62180000000E+02  h21700.24   
   1.68348426002E+02   1.58740000000E+02  h21700.25   
   1.68327482163E+02   1.58800000000E+02  h21700.26   
   1.68306230943E+02   1.60600000000E+02  h21700.27   
   1.68285434674E+02   1.58910000000E+02  h21700.28   
   1.68264469152E+02   1.57490000000E+02  h21700.29   
   1.59107839916E+02   1.68000000000E+02  h21756.1    
   1.59107817496E+02   1.66290000000E+02  h21756.2    
   1.59107745516E+02   1.71220000000E+02  h21756.3    
   1.59105608597E+02   1.76690000000E+02  h21756.4    
   1.59098523895E+02   1.77240000000E+02  h21756.5    
   1.59092624525E+02   1.76160000000E+02  h21756.6    
   1.59086938371E+02   1.70760000000E+02  h21756.7    
   1.59075447152E+02   1.65300000000E+02  h21756.8    
   1.59076820072E+02   1.65380000000E+02  h21756.9    
   1.59068295028E+02   1.71520000000E+02  h21756.10   
   1.59059506486E+02   1.71930000000E+02  h21756.11   
   1.59051557780E+02   1.75660000000E+02  h21756.12   
   1.59043036495E+02   1.68040000000E+02  h21756.13   
   1.59034550421E+02   1.71110000000E+02  h21756.14   
   1.59027808087E+02   1.77330000000E+02  h21756.15   
   1.59020415297E+02   1.69180000000E+02  h21756.16   
   1.59012960347E+02   1.69230000000E+02  h21756.17   
   1.59004867133E+02   1.78300000000E+02  h21756.18   
   1.58997430297E+02   1.71580000000E+02  h21756.19   
   1.58991184607E+02   1.71950000000E+02  h21756.20   
   1.58984551179E+02   1.64980000000E+02  h21756.21   
   1.58977723504E+02   1.65330000000E+02  h21756.22   
   1.58970842268E+02   1.68360000000E+02  h21756.23   
   1.58963937675E+02   1.70980000000E+02  h21756.24   
   1.58955254578E+02   1.69970000000E+02  h21756.25   
   1.58946493670E+02   1.72940000000E+02  h21756.26   
   1.58938165452E+02   1.66010000000E+02  h21756.27   
   1.74450679019E+02   1.67000000000E+02  h21760.1    
   1.74045091321E+02   1.75490000000E+02  h21760.2    
   1.74010840688E+02   1.75170000000E+02  h21760.3    
   1.73929328003E+02   1.74900000000E+02  h21760.4    
   1.73859672026E+02   1.74900000000E+02  h21760.5    
   1.73791603207E+02   1.74260000000E+02  h21760.6    
   1.73541171164E+02   1.68000000000E+02  h21760.7    
   1.73791745542E+02   1.64000000000E+02  h21760.8    
   1.73577584558E+02   1.71100000000E+02  h21760.9    
   1.73454939227E+02   1.72400000000E+02  h21760.10   
   1.73408157648E+02   1.72350000000E+02  h21760.11   
   1.73300631411E+02   1.71860000000E+02  h21760.12   
   1.73212020495E+02   1.71110000000E+02  h21760.13   
   1.73249112786E+02   1.72280000000E+02  h21760.14   
   1.73191684259E+02   1.71980000000E+02  h21760.15   
   1.73128890526E+02   1.70800000000E+02  h21760.16   
   1.73091927936E+02   1.65810000000E+02  h21760.17   
   1.73067837515E+02   1.71180000000E+02  h21760.18   
   1.73075054659E+02   1.70010000000E+02  h21760.19   
   1.73060859522E+02   1.67410000000E+02  h21760.20   
   1.73031193725E+02   1.66500000000E+02  h21760.21   
   1.73049198639E+02   1.66540000000E+02  h21760.22   
   1.73034139545E+02   1.68130000000E+02  h21760.23   
   1.72967398636E+02   1.67750000000E+02  h21760.24   
   1.72889218084E+02   1.69280000000E+02  h21760.25   
   1.72812773103E+02   1.66930000000E+02  h21760.26   
   1.72760919664E+02   1.65410000000E+02  h21760.27   
   1.62971107481E+02   1.83000000000E+02  h21792.1    
   1.62800668843E+02   1.72980000000E+02  h21792.2    
   1.62785861134E+02   1.72200000000E+02  h21792.3    
   1.62769737913E+02   1.73740000000E+02  h21792.4    
   1.62755243609E+02   1.73300000000E+02  h21792.5    
   1.62740036181E+02   1.72470000000E+02  h21792.6    
   1.62724915361E+02   1.70050000000E+02  h21792.7    
   1.62709851500E+02   1.67930000000E+02  h21792.8    
   1.62694892623E+02   1.68390000000E+02  h21792.9    
   1.62680123056E+02   1.76370000000E+02  h21792.10   
   1.62665277890E+02   1.71390000000E+02  h21792.11   
   1.62649788995E+02   1.72880000000E+02  h21792.12   
   1.62635229881E+02   1.69650000000E+02  h21792.13   
   1.62620150819E+02   1.67640000000E+02  h21792.14   
   1.67325284570E+02   1.75050000000E+02  h21808.1    
   1.67325038987E+02   1.73780000000E+02  h21808.2    
   1.67317472978E+02   1.74620000000E+02  h21808.3    
   1.67295791503E+02   1.75420000000E+02  h21808.4    
   1.67278334818E+02   1.76480000000E+02  h21808.5    
   1.67261386402E+02   1.76050000000E+02  h21808.6    
   1.67228017146E+02   1.71980000000E+02  h21808.7    
   1.67179186166E+02   1.70520000000E+02  h21808.8    
   1.67190457888E+02   1.71960000000E+02  h21808.9    
   1.67149407825E+02   1.74400000000E+02  h21808.10   
   1.67117567747E+02   1.73390000000E+02  h21808.11   
   1.67082425113E+02   1.73460000000E+02  h21808.12   
   1.61266430925E+02   1.73000000000E+02  h21834.1    
   1.61263191214E+02   1.76640000000E+02  h21834.2    
   1.61253716049E+02   1.80150000000E+02  h21834.3    
   1.61246080748E+02   1.79440000000E+02  h21834.4    
   1.61238175477E+02   1.79160000000E+02  h21834.5    
   1.61217968030E+02   1.74600000000E+02  h21834.6    
   1.61208607169E+02   1.75600000000E+02  h21834.7    
   1.61200970644E+02   1.79620000000E+02  h21834.8    
   1.61192251755E+02   1.79650000000E+02  h21834.9    
   1.76588860155E+02   1.71000000000E+02  h21835.1    
   1.76563115565E+02   1.76200000000E+02  h21835.2    
   1.76492074500E+02   1.80400000000E+02  h21835.3    
   1.76380038433E+02   1.78060000000E+02  h21835.4    
   1.76140853152E+02   1.78190000000E+02  h21835.5    
   1.75912497122E+02   1.78660000000E+02  h21835.6    
   1.75710814245E+02   1.76430000000E+02  h21835.7    
   1.75325721229E+02   1.71300000000E+02  h21835.8    
   1.75017722439E+02   1.69610000000E+02  h21835.9    
   1.74976092936E+02   1.74890000000E+02  h21835.10   
   1.74694110162E+02   1.75920000000E+02  h21835.11   
   1.74469115318E+02   1.75030000000E+02  h21835.12   
   1.74237288748E+02   1.76950000000E+02  h21835.13   
   1.67465034807E+02   1.69000000000E+02  h21883.1    
   1.67435318584E+02   1.79700000000E+02  h21883.2    
   1.67432781505E+02   1.80280000000E+02  h21883.3    
   1.67419490684E+02   1.80220000000E+02  h21883.4    
   1.67406452939E+02   1.81330000000E+02  h21883.5    
   1.67392110553E+02   1.82220000000E+02  h21883.6    
   1.67379275067E+02   1.83220000000E+02  h21883.7    
   1.67366671024E+02   1.81350000000E+02  h21883.8    
   1.67340055081E+02   1.78140000000E+02  h21883.9    
   1.67311349096E+02   1.77200000000E+02  h21883.10   
   1.67320393984E+02   1.79260000000E+02  h21883.11   
   1.67296235699E+02   1.81040000000E+02  h21883.12   
   1.67274651532E+02   1.82010000000E+02  h21883.13   
   1.67253862541E+02   1.80750000000E+02  h21883.14   
   1.67234047502E+02   1.79030000000E+02  h21883.15   
   1.67219803181E+02   1.81180000000E+02  h21883.16   
   1.67204205424E+02   1.79810000000E+02  h21883.17   
   1.67188736183E+02   1.80180000000E+02  h21883.18   
   1.67172357423E+02   1.81910000000E+02  h21883.19   
   1.67157701894E+02   1.81100000000E+02  h21883.20   
   1.67152238406E+02   1.80140000000E+02  h21883.21   
   1.67144976136E+02   1.77970000000E+02  h21883.22   
   1.67136999471E+02   1.76600000000E+02  h21883.23   
   1.67128770693E+02   1.76480000000E+02  h21883.24   
   1.67120596028E+02   1.77570000000E+02  h21883.25   
   1.67102694789E+02   1.78450000000E+02  h21883.26   
   1.67086124909E+02   1.80060000000E+02  h21883.27   
   1.67071656854E+02   1.77040000000E+02  h21883.28   
   1.67057019658E+02   1.74810000000E+02  h21883.29   
   1.63502235494E+02   1.84000000000E+02  h21902.1    
   1.63496399672E+02   1.82420000000E+02  h21902.2    
   1.63486715336E+02   1.83680000000E+02  h21902.3    
   1.63472306191E+02   1.88920000000E+02  h21902.4    
   1.63445973366E+02   1.89500000000E+02  h21902.5    
   1.63423127303E+02   1.89830000000E+02  h21902.6    
   1.63401000519E+02   1.85180000000E+02  h21902.7    
   1.63354027044E+02   1.81380000000E+02  h21902.8    
   1.63339167226E+02   1.80800000000E+02  h21902.9    
   1.63328192861E+02   1.84410000000E+02  h21902.10   
   1.63292468726E+02   1.85920000000E+02  h21902.11   
   1.63262083646E+02   1.88730000000E+02  h21902.12   
   1.63229838452E+02   1.83980000000E+02  h21902.13   
   1.63196083698E+02   1.81830000000E+02  h21902.14   
   1.63170829392E+02   1.88280000000E+02  h21902.15   
   1.63141115347E+02   1.83750000000E+02  h21902.16   
   1.63110763335E+02   1.84060000000E+02  h21902.17   
   1.63082328817E+02   1.90420000000E+02  h21902.18   
   1.63055465450E+02   1.85480000000E+02  h21902.19   
   1.63046599006E+02   1.86510000000E+02  h21902.20   
   1.63034333844E+02   1.80900000000E+02  h21902.21   
   1.63020557558E+02   1.79100000000E+02  h21902.22   
   1.63006084747E+02   1.83280000000E+02  h21902.23   
   1.62991528399E+02   1.84920000000E+02  h21902.24   
   1.62960781105E+02   1.83630000000E+02  h21902.25   
   1.62932118576E+02   1.86970000000E+02  h21902.26   
   1.62907180632E+02   1.79880000000E+02  h21902.27   
   1.62882036380E+02   1.78300000000E+02  h21902.28   
   1.64483769652E+02   1.72000000000E+02  h21920.1    
   1.64479269641E+02   1.72900000000E+02  h21920.2    
   1.64464141141E+02   1.78260000000E+02  h21920.3    
   1.64437419786E+02   1.79180000000E+02  h21920.4    
   1.64415102854E+02   1.80340000000E+02  h21920.5    
   1.64367987882E+02   1.72340000000E+02  h21920.6    
   1.64374062564E+02   1.76550000000E+02  h21920.7    
   1.64355112029E+02   1.76600000000E+02  h21920.8    
   1.64313021064E+02   1.76200000000E+02  h21920.9    
   1.80817847338E+02   1.80830000000E+02  h21926.1    
   1.80641597356E+02   1.80350000000E+02  h21926.2    
   1.79576620513E+02   1.71020000000E+02  h21926.3    
   1.78861240141E+02   1.84340000000E+02  h21926.4    
   1.77497430801E+02   1.83470000000E+02  h21926.5    
   1.76194627418E+02   1.80900000000E+02  h21926.6    
   1.73474946940E+02   1.70020000000E+02  h21926.7    
   1.69040068502E+02   1.67990000000E+02  h21926.8    
   1.65957992111E+02   1.70200000000E+02  h21926.9    
   1.67459720035E+02   1.80920000000E+02  h21926.10   
   1.61330140642E+02   1.71000000000E+02  h21926.11   
   1.63091244635E+02   1.79710000000E+02  h21926.12   
   1.61088435326E+02   1.79290000000E+02  h21926.13   
   1.59968721390E+02   1.81370000000E+02  h21926.14   
   1.58884915158E+02   1.80210000000E+02  h21926.15   
   1.57779294311E+02   1.77940000000E+02  h21926.16   
   1.56715571876E+02   1.81600000000E+02  h21926.17   
   1.56019849245E+02   1.79750000000E+02  h21926.18   
   1.56487929167E+02   1.78780000000E+02  h21926.19   
   1.54058789494E+02   1.61460000000E+02  h21926.20   
   1.56538037165E+02   1.75320000000E+02  h21926.21   
   1.56737920768E+02   1.76820000000E+02  h21926.22   
   1.56823550327E+02   1.76820000000E+02  h21926.23   
   1.55822496628E+02   1.77840000000E+02  h21926.24   
   1.54901995979E+02   1.80020000000E+02  h21926.25   
   1.53886027524E+02   1.75190000000E+02  h21926.26   
   1.53031990969E+02   1.72140000000E+02  h21926.27   
   3.59465022847E+02   3.81660000000E+02  h21946.1    
   3.59216363423E+02   3.80350000000E+02  h21946.2    
   3.59114552262E+02   3.82120000000E+02  h21946.3    
   3.57326097017E+02   3.81830000000E+02  h21946.4    
   3.54629486269E+02   3.82130000000E+02  h21946.5    
   3.56184046449E+02   3.81880000000E+02  h21946.6    
   3.58238606379E+02   3.82580000000E+02  h21946.7    
   3.58414192442E+02   3.82410000000E+02  h21946.8    
   3.58577060890E+02   3.81930000000E+02  h21946.9    
   3.50558474015E+02   3.81950000000E+02  h21946.10   
   3.49446226119E+02   3.81390000000E+02  h21946.11   
   3.55458491111E+02   3.81650000000E+02  h21946.12   
   3.65453300921E+02   3.81640000000E+02  h21946.13   
   3.67008925945E+02   3.81640000000E+02  h21946.14   
   3.69307445922E+02   3.82540000000E+02  h21946.15   
   3.51073522355E+02   3.82560000000E+02  h21946.16   
   3.55537466991E+02   3.82040000000E+02  h21946.17   
   3.49814745864E+02   3.81090000000E+02  h21946.18   
   3.52082324547E+02   3.81130000000E+02  h21946.19   
   3.56029681489E+02   3.81240000000E+02  h21946.20   
   1.65322573941E+02   1.75900000000E+02  h21986.1    
   1.65319919383E+02   1.80350000000E+02  h21986.2    
   1.65316598357E+02   1.76650000000E+02  h21986.3    
   1.65308491458E+02   1.80630000000E+02  h21986.4    
   1.65288558259E+02   1.84270000000E+02  h21986.5    
   1.65271769565E+02   1.84670000000E+02  h21986.6    
   1.65255753727E+02   1.80290000000E+02  h21986.7    
   1.65229312557E+02   1.76690000000E+02  h21986.8    
   1.65209699665E+02   1.78590000000E+02  h21986.9    
   1.65189347836E+02   1.82180000000E+02  h21986.10   
   1.65171572849E+02   1.84530000000E+02  h21986.11   
   1.65152446973E+02   1.78630000000E+02  h21986.12   
   1.65134407951E+02   1.78640000000E+02  h21986.13   
   1.65123490158E+02   1.83990000000E+02  h21986.14   
   1.65110728406E+02   1.79320000000E+02  h21986.15   
   1.65096889981E+02   1.79880000000E+02  h21986.16   
   1.65062523924E+02   1.80200000000E+02  h21986.17   
   1.65070516219E+02   1.80990000000E+02  h21986.18   
   1.65056959324E+02   1.82190000000E+02  h21986.19   
   1.65043472959E+02   1.75620000000E+02  h21986.20   
   1.65030022874E+02   1.74690000000E+02  h21986.21   
   1.65016617659E+02   1.75970000000E+02  h21986.22   
   1.65003388276E+02   1.80490000000E+02  h21986.23   
   1.64990137948E+02   1.79800000000E+02  h21986.24   
   1.64976273382E+02   1.81550000000E+02  h21986.25   
   1.64963366631E+02   1.74920000000E+02  h21986.26   
   1.75709580468E+02   1.64000000000E+02  h21991.1    
   1.75671014032E+02   1.71240000000E+02  h21991.2    
   1.75595452049E+02   1.71140000000E+02  h21991.3    
   1.75328674823E+02   1.73850000000E+02  h21991.4    
   1.74643791129E+02   1.75670000000E+02  h21991.5    
   1.74206732883E+02   1.74850000000E+02  h21991.6    
   1.73833315149E+02   1.73350000000E+02  h21991.7    
   1.72905028112E+02   1.64700000000E+02  h21991.8    
   1.71831761473E+02   1.62580000000E+02  h21991.9    
   1.72668847212E+02   1.69000000000E+02  h21991.10   
   1.72048446137E+02   1.71350000000E+02  h21991.11   
   1.71569679091E+02   1.73120000000E+02  h21991.12   
   1.71107216227E+02   1.70990000000E+02  h21991.13   
   1.70627651266E+02   1.70040000000E+02  h21991.14   
   1.70611573248E+02   1.73060000000E+02  h21991.15   
   1.70436277783E+02   1.71410000000E+02  h21991.16   
   1.70218332052E+02   1.71800000000E+02  h21991.17   
   1.70035918865E+02   1.76680000000E+02  h21991.18   
   1.69907367934E+02   1.70400000000E+02  h21991.19   
   1.69877940961E+02   1.69900000000E+02  h21991.20   
   1.69868559014E+02   1.66640000000E+02  h21991.21   
   1.69843380820E+02   1.64550000000E+02  h21991.22   
   1.69979206805E+02   1.67060000000E+02  h21991.23   
   1.70050519979E+02   1.66510000000E+02  h21991.24   
   1.69817500347E+02   1.67150000000E+02  h21991.25   
   1.69598676716E+02   1.69470000000E+02  h21991.26   
   1.69311200372E+02   1.63720000000E+02  h21991.27   
   1.72291465686E+02   1.72000000000E+02  h22019.1    
   1.72288857984E+02   1.64780000000E+02  h22019.2    
   1.72287891357E+02   1.72550000000E+02  h22019.3    
   1.72279487083E+02   1.74670000000E+02  h22019.4    
   1.72257702317E+02   1.82300000000E+02  h22019.5    
   1.72238988787E+02   1.81770000000E+02  h22019.6    
   1.72220337281E+02   1.75550000000E+02  h22019.7    
   1.72141261953E+02   1.68580000000E+02  h22019.8    
   1.72146925826E+02   1.71400000000E+02  h22019.9    
   1.72107409675E+02   1.73470000000E+02  h22019.10   
   1.72031717751E+02   1.70000000000E+02  h22019.11   
   1.72037097019E+02   1.73440000000E+02  h22019.12   
   1.71019200211E+02   1.82660000000E+02  h22041.1    
   1.71013146695E+02   1.83170000000E+02  h22041.2    
   1.70995187497E+02   1.90580000000E+02  h22041.3    
   1.70980006338E+02   1.85900000000E+02  h22041.4    
   1.70965286466E+02   1.82670000000E+02  h22041.5    
   1.70936125850E+02   1.77800000000E+02  h22041.6    
   1.70914057554E+02   1.74960000000E+02  h22041.7    
   1.70893544650E+02   1.77200000000E+02  h22041.8    
   1.70897146655E+02   1.81060000000E+02  h22041.9    
   1.70852968029E+02   1.77800000000E+02  h22041.10   
   1.70857053678E+02   1.80750000000E+02  h22041.11   
   1.70836194745E+02   1.79360000000E+02  h22041.12   
   1.70818370633E+02   1.84260000000E+02  h22041.13   
   1.70799409830E+02   1.80920000000E+02  h22041.14   
   1.70779524375E+02   1.80380000000E+02  h22041.15   
   1.70738711686E+02   1.79360000000E+02  h22041.16   
   1.70741420613E+02   1.82470000000E+02  h22041.17   
   1.70725088081E+02   1.81780000000E+02  h22041.18   
   1.70708093335E+02   1.77570000000E+02  h22041.19   
   1.70690897230E+02   1.75500000000E+02  h22041.20   
   1.70674064558E+02   1.76600000000E+02  h22041.21   
   1.70657626240E+02   1.80480000000E+02  h22041.22   
   1.70641039134E+02   1.80810000000E+02  h22041.23   
   1.70624023673E+02   1.84100000000E+02  h22041.24   
   1.70606763229E+02   1.77620000000E+02  h22041.25   
   1.70589197227E+02   1.75960000000E+02  h22041.26   
   1.74347176258E+02   1.76420000000E+02  h22150.1    
   1.74340370315E+02   1.80370000000E+02  h22150.2    
   1.74322453145E+02   1.80820000000E+02  h22150.3    
   1.74300333195E+02   1.87470000000E+02  h22150.4    
   1.74274427998E+02   1.89080000000E+02  h22150.5    
   1.74161900831E+02   1.75830000000E+02  h22150.6    
   1.76496835270E+02   1.77020000000E+02  h22167.1    
   1.76431709450E+02   1.87910000000E+02  h22167.2    
   1.76201941711E+02   1.77620000000E+02  h22167.3    
   1.76101940685E+02   1.91050000000E+02  h22167.4    
   1.75943446737E+02   1.90950000000E+02  h22167.5    
   1.75795677511E+02   1.87490000000E+02  h22167.6    
   1.75304429731E+02   1.77400000000E+02  h22167.7    
   1.74794738604E+02   1.74450000000E+02  h22167.8    
   1.75234068671E+02   1.84230000000E+02  h22167.9    
   1.74802887897E+02   1.87690000000E+02  h22167.10   
   1.74535591409E+02   1.88670000000E+02  h22167.11   
   1.74213565903E+02   1.84950000000E+02  h22167.12   
   1.73911572722E+02   1.86450000000E+02  h22167.13   
   1.73704773561E+02   1.90530000000E+02  h22167.14   
   1.73523902869E+02   1.85270000000E+02  h22167.15   
   1.73362669210E+02   1.85850000000E+02  h22167.16   
   1.73248680853E+02   1.91270000000E+02  h22167.17   
   1.73167078692E+02   1.87190000000E+02  h22167.18   
   1.73424124486E+02   1.85680000000E+02  h22167.19   
   1.73612646959E+02   1.80000000000E+02  h22167.20   
   1.73698890048E+02   1.79190000000E+02  h22167.21   
   1.73879120981E+02   1.80820000000E+02  h22167.22   
   1.73961036529E+02   1.85150000000E+02  h22167.23   
   1.73567018898E+02   1.85770000000E+02  h22167.24   
   1.73213092956E+02   1.88010000000E+02  h22167.25   
   1.72842193435E+02   1.81380000000E+02  h22167.26   
   1.72609912925E+02   1.80330000000E+02  h22167.27   
   1.80172862273E+02   1.72110000000E+02  h22178.1    
   1.79792630600E+02   1.71130000000E+02  h22178.2    
   1.79432249873E+02   1.69160000000E+02  h22178.3    
   1.79090702568E+02   1.67710000000E+02  h22178.4    
   1.78712246617E+02   1.71440000000E+02  h22178.5    
   1.78208359539E+02   1.70530000000E+02  h22178.6    
   1.77720953317E+02   1.68050000000E+02  h22178.7    
   1.77278965176E+02   1.66230000000E+02  h22178.8    
   1.76809259739E+02   1.66100000000E+02  h22178.9    
   1.76094218525E+02   1.65680000000E+02  h22178.10   
   1.74711418866E+02   1.65420000000E+02  h22178.11   
   1.73648713156E+02   1.63520000000E+02  h22178.12   
   1.72852204390E+02   1.60420000000E+02  h22178.13   
   1.72185982403E+02   1.59570000000E+02  h22178.14   
   1.71737260484E+02   1.61970000000E+02  h22178.15   
   1.71792520636E+02   1.63100000000E+02  h22178.16   
   1.71672283145E+02   1.62210000000E+02  h22178.17   
   1.71466966210E+02   1.61360000000E+02  h22178.18   
   1.71186845442E+02   1.57200000000E+02  h22178.19   
   1.70904498397E+02   1.57600000000E+02  h22178.20   
   1.69657922641E+02   1.56410000000E+02  h22178.21   
   1.68656161874E+02   1.60010000000E+02  h22178.22   
   1.66571743316E+02   1.58740000000E+02  h22178.23   
   1.64317914620E+02   1.59430000000E+02  h22178.24   
   1.64354887611E+02   1.56310000000E+02  h22178.25   
   1.64494500859E+02   1.53450000000E+02  h22178.26   
   1.64317667356E+02   1.45890000000E+02  h22178.27   
   1.63508886787E+02   1.45030000000E+02  h22178.28   
   1.80057440764E+02   1.84000000000E+02  h22222.1    
   1.79999352082E+02   1.89080000000E+02  h22222.2    
   1.79890410466E+02   1.95250000000E+02  h22222.3    
   1.79806994906E+02   1.95830000000E+02  h22222.4    
   1.79757953544E+02   1.96400000000E+02  h22222.5    
   1.79718821006E+02   1.95460000000E+02  h22222.6    
   1.79680775661E+02   1.91850000000E+02  h22222.7    
   1.79576809315E+02   1.82900000000E+02  h22222.8    
   1.78912526847E+02   1.80040000000E+02  h22222.9    
   1.79131654509E+02   2.01880000000E+02  h22222.10   
   1.78837201414E+02   1.92280000000E+02  h22222.11   
   1.78691402963E+02   1.94090000000E+02  h22222.12   
   1.74949433292E+02   1.81250000000E+02  h22226.1    
   1.74949240634E+02   1.84800000000E+02  h22226.2    
   1.74948362790E+02   1.91110000000E+02  h22226.3    
   1.74941543363E+02   1.96130000000E+02  h22226.4    
   1.74921917536E+02   1.96480000000E+02  h22226.5    
   1.74902986866E+02   1.94590000000E+02  h22226.6    
   1.74884022350E+02   1.90160000000E+02  h22226.7    
   1.74846986440E+02   1.79470000000E+02  h22226.8    
   1.74817870387E+02   1.76200000000E+02  h22226.9    
   1.74815075612E+02   1.93680000000E+02  h22226.10   
   1.74779992342E+02   1.89700000000E+02  h22226.11   
   1.74716781244E+02   1.79340000000E+02  h22226.12   
   1.74713191544E+02   1.85900000000E+02  h22226.13   
   1.74199977716E+02   1.82000000000E+02  h22232.1    
   1.74220382662E+02   1.93410000000E+02  h22232.2    
   1.74240828731E+02   1.81310000000E+02  h22232.3    
   1.74240950020E+02   1.82780000000E+02  h22232.4    
   1.74240964086E+02   1.88730000000E+02  h22232.5    
   1.74233013629E+02   1.81610000000E+02  h22232.6    
   1.74226917506E+02   1.96050000000E+02  h22232.7    
   1.74216467211E+02   1.94170000000E+02  h22232.8    
   1.74205910768E+02   1.90570000000E+02  h22232.9    
   1.74185090760E+02   1.80900000000E+02  h22232.10   
   1.74162088753E+02   1.77510000000E+02  h22232.11   
   1.74135298478E+02   1.87870000000E+02  h22232.12   
   1.74088916238E+02   1.77100000000E+02  h22232.13   
   1.74087718786E+02   1.84340000000E+02  h22232.14   
   1.74049566431E+02   1.86650000000E+02  h22232.15   
   1.74047698769E+02   1.94320000000E+02  h22232.16   
   2.67640215647E+02   2.95000000000E+02  h22250.1    
   2.64921573348E+02   2.99810000000E+02  h22250.2    
   2.63747206955E+02   2.99300000000E+02  h22250.3    
   2.62244355948E+02   2.99480000000E+02  h22250.4    
   2.58159860653E+02   2.99700000000E+02  h22250.5    
   2.56230680936E+02   3.00020000000E+02  h22250.6    
   2.08505413431E+02   1.96250000000E+02  h22300.1    
   1.93161063605E+02   1.92090000000E+02  h22300.2    
   1.63927745748E+02   1.92000000000E+02  h22300.3    
   1.48912765234E+02   1.92300000000E+02  h22300.4    
   1.48993925517E+02   1.94880000000E+02  h22300.5    
   1.58096287757E+02   1.85420000000E+02  h22300.6    
   1.66079875547E+02   1.85310000000E+02  h22300.7    
   1.36825694783E+02   1.88500000000E+02  h22300.8    
   1.34332741458E+02   1.88930000000E+02  h22300.9    
   1.28479262212E+02   1.87000000000E+02  h22300.10   
   1.79237028429E+02   1.83200000000E+02  h22312.1    
   1.79246156203E+02   1.84170000000E+02  h22312.2    
   1.79257289944E+02   1.83430000000E+02  h22312.3    
   1.79272338518E+02   1.89220000000E+02  h22312.4    
   1.79290701433E+02   1.92040000000E+02  h22312.5    
   1.79308186693E+02   1.86530000000E+02  h22312.6    
   1.79327248126E+02   1.91600000000E+02  h22312.7    
   1.79341177842E+02   1.93980000000E+02  h22312.8    
   1.79351392320E+02   1.90980000000E+02  h22312.9    
   1.87016664525E+02   1.92140000000E+02  h22345.1    
   1.87012462563E+02   1.93840000000E+02  h22345.2    
   1.86997383262E+02   1.93200000000E+02  h22345.3    
   1.86926715528E+02   1.94530000000E+02  h22345.4    
   1.86763607724E+02   1.95070000000E+02  h22345.5    
