x y z
1660650.0 5417550.0 0.0
1660950.0 5417550.0 0.0
1661250.0 5417550.0 0.0
1661550.0 5417550.0 0.0
1661850.0 5417550.0 0.0
1662150.0 5417550.0 0.0
1662450.0 5417550.0 0.0
1662750.0 5417550.0 0.0
1663050.0 5417550.0 0.0
1663350.0 5417550.0 0.0
1663650.0 5417550.0 0.0
1663950.0 5417550.0 0.0
1664250.0 5417550.0 0.0
1664550.0 5417550.0 0.0
1664850.0 5417550.0 0.0
1665150.0 5417550.0 0.0
1665450.0 5417550.0 0.0
1665750.0 5417550.0 0.0
1666050.0 5417550.0 0.0
1666350.0 5417550.0 0.0
1666650.0 5417550.0 0.0
1666950.0 5417550.0 0.0
1667250.0 5417550.0 0.0
1667550.0 5417550.0 0.0
1667850.0 5417550.0 0.0
1668150.0 5417550.0 0.0
1668450.0 5417550.0 0.0
1668750.0 5417550.0 0.0
1669050.0 5417550.0 0.0
1669350.0 5417550.0 0.0
1669650.0 5417550.0 0.0
1669950.0 5417550.0 0.0
1670250.0 5417550.0 0.0
1670550.0 5417550.0 0.0
1670850.0 5417550.0 0.0
1671150.0 5417550.0 0.0
1671450.0 5417550.0 0.0
1671750.0 5417550.0 0.0
1672050.0 5417550.0 0.0
1672350.0 5417550.0 0.0
1672650.0 5417550.0 0.0
1672950.0 5417550.0 0.0
1673250.0 5417550.0 0.0
1673550.0 5417550.0 0.0
1673850.0 5417550.0 0.0
1674150.0 5417550.0 0.0
1674450.0 5417550.0 0.0
1674750.0 5417550.0 0.0
1675050.0 5417550.0 0.0
1675350.0 5417550.0 0.0
1675650.0 5417550.0 0.0
1675950.0 5417550.0 0.0
1676250.0 5417550.0 0.0
1676550.0 5417550.0 0.0
1676850.0 5417550.0 0.0
1677150.0 5417550.0 0.0
1677450.0 5417550.0 0.0
1677750.0 5417550.0 0.0
1678050.0 5417550.0 0.0
1678350.0 5417550.0 0.0
1678650.0 5417550.0 0.0
1678950.0 5417550.0 0.0
1679250.0 5417550.0 0.0
1679550.0 5417550.0 0.0
1679850.0 5417550.0 0.0
1680150.0 5417550.0 0.0
1680450.0 5417550.0 0.0
1680750.0 5417550.0 0.0
1681050.0 5417550.0 0.0
1681350.0 5417550.0 0.0
1681650.0 5417550.0 0.0
1681950.0 5417550.0 0.0
1682250.0 5417550.0 0.0
1682550.0 5417550.0 0.0
1682850.0 5417550.0 0.0
1683150.0 5417550.0 0.0
1683450.0 5417550.0 0.0
1683750.0 5417550.0 0.0
1684050.0 5417550.0 0.0
1684350.0 5417550.0 0.0
1684650.0 5417550.0 0.0
1684950.0 5417550.0 0.0
1685250.0 5417550.0 0.0
1685550.0 5417550.0 0.0
1685850.0 5417550.0 0.0
1686150.0 5417550.0 0.0
1686450.0 5417550.0 0.0
1686750.0 5417550.0 0.0
1687050.0 5417550.0 0.0
1687350.0 5417550.0 193.983
1687650.0 5417550.0 165.514
1687950.0 5417550.0 65.446
1688250.0 5417550.0 65.446
1688550.0 5417550.0 65.446
1688850.0 5417550.0 65.446
1689150.0 5417550.0 65.446
1689450.0 5417550.0 -0.5
1689750.0 5417550.0 -0.5
1690050.0 5417550.0 0.0
1690350.0 5417550.0 0.0
1690650.0 5417550.0 0.0
1690950.0 5417550.0 0.0
1691250.0 5417550.0 0.0
1691550.0 5417550.0 0.0
1691850.0 5417550.0 0.0
1692150.0 5417550.0 0.0
1692450.0 5417550.0 0.0
1692750.0 5417550.0 0.0
1693050.0 5417550.0 0.0
1693350.0 5417550.0 0.0
1693650.0 5417550.0 0.0
1693950.0 5417550.0 0.0
1694250.0 5417550.0 0.0
1694550.0 5417550.0 0.0
1694850.0 5417550.0 0.0
1695150.0 5417550.0 0.0
1695450.0 5417550.0 0.0
1660650.0 5417250.0 0.0
1660950.0 5417250.0 0.0
1661250.0 5417250.0 0.0
1661550.0 5417250.0 0.0
1661850.0 5417250.0 0.0
1662150.0 5417250.0 0.0
1662450.0 5417250.0 0.0
1662750.0 5417250.0 0.0
1663050.0 5417250.0 0.0
1663350.0 5417250.0 0.0
1663650.0 5417250.0 0.0
1663950.0 5417250.0 0.0
1664250.0 5417250.0 0.0
1664550.0 5417250.0 0.0
1664850.0 5417250.0 0.0
1665150.0 5417250.0 0.0
1665450.0 5417250.0 0.0
1665750.0 5417250.0 0.0
1666050.0 5417250.0 0.0
1666350.0 5417250.0 0.0
1666650.0 5417250.0 0.0
1666950.0 5417250.0 0.0
1667250.0 5417250.0 0.0
1667550.0 5417250.0 0.0
1667850.0 5417250.0 0.0
1668150.0 5417250.0 0.0
1668450.0 5417250.0 0.0
1668750.0 5417250.0 0.0
1669050.0 5417250.0 0.0
1669350.0 5417250.0 0.0
1669650.0 5417250.0 0.0
1669950.0 5417250.0 0.0
1670250.0 5417250.0 0.0
1670550.0 5417250.0 0.0
1670850.0 5417250.0 0.0
1671150.0 5417250.0 0.0
1671450.0 5417250.0 0.0
1671750.0 5417250.0 0.0
1672050.0 5417250.0 0.0
1672350.0 5417250.0 0.0
1672650.0 5417250.0 0.0
1672950.0 5417250.0 0.0
1673250.0 5417250.0 0.0
1673550.0 5417250.0 0.0
1673850.0 5417250.0 0.0
1674150.0 5417250.0 0.0
1674450.0 5417250.0 0.0
1674750.0 5417250.0 0.0
1675050.0 5417250.0 0.0
1675350.0 5417250.0 0.0
1675650.0 5417250.0 0.0
1675950.0 5417250.0 0.0
1676250.0 5417250.0 0.0
1676550.0 5417250.0 0.0
1676850.0 5417250.0 0.0
1677150.0 5417250.0 0.0
1677450.0 5417250.0 0.0
1677750.0 5417250.0 0.0
1678050.0 5417250.0 0.0
1678350.0 5417250.0 0.0
1678650.0 5417250.0 0.0
1678950.0 5417250.0 0.0
1679250.0 5417250.0 0.0
1679550.0 5417250.0 0.0
1679850.0 5417250.0 0.0
1680150.0 5417250.0 0.0
1680450.0 5417250.0 0.0
1680750.0 5417250.0 0.0
1681050.0 5417250.0 0.0
1681350.0 5417250.0 0.0
1681650.0 5417250.0 0.0
1681950.0 5417250.0 0.0
1682250.0 5417250.0 0.0
1682550.0 5417250.0 0.0
1682850.0 5417250.0 0.0
1683150.0 5417250.0 0.0
1683450.0 5417250.0 0.0
1683750.0 5417250.0 0.0
1684050.0 5417250.0 0.0
1684350.0 5417250.0 0.0
1684650.0 5417250.0 0.0
1684950.0 5417250.0 0.0
1685250.0 5417250.0 0.0
1685550.0 5417250.0 0.0
1685850.0 5417250.0 0.0
1686150.0 5417250.0 0.0
1686450.0 5417250.0 0.0
1686750.0 5417250.0 103.706
1687050.0 5417250.0 68.636
1687350.0 5417250.0 36.031
1687650.0 5417250.0 44.022
1687950.0 5417250.0 12.91
1688250.0 5417250.0 12.91
1688550.0 5417250.0 12.91
1688850.0 5417250.0 12.91
1689150.0 5417250.0 12.91
1689450.0 5417250.0 -0.5
1689750.0 5417250.0 -0.5
1690050.0 5417250.0 -0.5
1690350.0 5417250.0 0.0
1690650.0 5417250.0 0.0
1690950.0 5417250.0 0.0
1691250.0 5417250.0 0.0
1691550.0 5417250.0 0.0
1691850.0 5417250.0 0.0
1692150.0 5417250.0 0.0
1692450.0 5417250.0 0.0
1692750.0 5417250.0 0.0
1693050.0 5417250.0 0.0
1693350.0 5417250.0 0.0
1693650.0 5417250.0 0.0
1693950.0 5417250.0 0.0
1694250.0 5417250.0 0.0
1694550.0 5417250.0 0.0
1694850.0 5417250.0 0.0
1695150.0 5417250.0 0.0
1695450.0 5417250.0 0.0
1660650.0 5416950.0 0.0
1660950.0 5416950.0 0.0
1661250.0 5416950.0 0.0
1661550.0 5416950.0 0.0
1661850.0 5416950.0 0.0
1662150.0 5416950.0 0.0
1662450.0 5416950.0 0.0
1662750.0 5416950.0 0.0
1663050.0 5416950.0 0.0
1663350.0 5416950.0 0.0
1663650.0 5416950.0 0.0
1663950.0 5416950.0 0.0
1664250.0 5416950.0 0.0
1664550.0 5416950.0 0.0
1664850.0 5416950.0 0.0
1665150.0 5416950.0 0.0
1665450.0 5416950.0 0.0
1665750.0 5416950.0 0.0
1666050.0 5416950.0 0.0
1666350.0 5416950.0 0.0
1666650.0 5416950.0 0.0
1666950.0 5416950.0 0.0
1667250.0 5416950.0 0.0
1667550.0 5416950.0 0.0
1667850.0 5416950.0 0.0
1668150.0 5416950.0 0.0
1668450.0 5416950.0 0.0
1668750.0 5416950.0 0.0
1669050.0 5416950.0 0.0
1669350.0 5416950.0 0.0
1669650.0 5416950.0 0.0
1669950.0 5416950.0 0.0
1670250.0 5416950.0 0.0
1670550.0 5416950.0 0.0
1670850.0 5416950.0 0.0
1671150.0 5416950.0 0.0
1671450.0 5416950.0 0.0
1671750.0 5416950.0 0.0
1672050.0 5416950.0 0.0
1672350.0 5416950.0 0.0
1672650.0 5416950.0 0.0
1672950.0 5416950.0 0.0
1673250.0 5416950.0 0.0
1673550.0 5416950.0 0.0
1673850.0 5416950.0 0.0
1674150.0 5416950.0 0.0
1674450.0 5416950.0 0.0
1674750.0 5416950.0 0.0
1675050.0 5416950.0 0.0
1675350.0 5416950.0 0.0
1675650.0 5416950.0 0.0
1675950.0 5416950.0 0.0
1676250.0 5416950.0 0.0
1676550.0 5416950.0 0.0
1676850.0 5416950.0 0.0
1677150.0 5416950.0 0.0
1677450.0 5416950.0 0.0
1677750.0 5416950.0 0.0
1678050.0 5416950.0 0.0
1678350.0 5416950.0 0.0
1678650.0 5416950.0 0.0
1678950.0 5416950.0 0.0
1679250.0 5416950.0 0.0
1679550.0 5416950.0 0.0
1679850.0 5416950.0 0.0
1680150.0 5416950.0 0.0
1680450.0 5416950.0 0.0
1680750.0 5416950.0 0.0
1681050.0 5416950.0 0.0
1681350.0 5416950.0 0.0
1681650.0 5416950.0 0.0
1681950.0 5416950.0 0.0
1682250.0 5416950.0 0.0
1682550.0 5416950.0 0.0
1682850.0 5416950.0 0.0
1683150.0 5416950.0 0.0
1683450.0 5416950.0 0.0
1683750.0 5416950.0 0.0
1684050.0 5416950.0 0.0
1684350.0 5416950.0 0.0
1684650.0 5416950.0 0.0
1684950.0 5416950.0 0.0
1685250.0 5416950.0 0.0
1685550.0 5416950.0 0.0
1685850.0 5416950.0 0.0
1686150.0 5416950.0 102.546
1686450.0 5416950.0 43.192
1686750.0 5416950.0 3.271
1687050.0 5416950.0 3.099
1687350.0 5416950.0 3.069
1687650.0 5416950.0 7.518
1687950.0 5416950.0 8.218
1688250.0 5416950.0 12.91
1688550.0 5416950.0 12.91
1688850.0 5416950.0 12.91
1689150.0 5416950.0 12.91
1689450.0 5416950.0 -0.5
1689750.0 5416950.0 -0.5
1690050.0 5416950.0 -0.5
1690350.0 5416950.0 0.0
1690650.0 5416950.0 0.0
1690950.0 5416950.0 0.0
1691250.0 5416950.0 0.0
1691550.0 5416950.0 0.0
1691850.0 5416950.0 0.0
1692150.0 5416950.0 0.0
1692450.0 5416950.0 0.0
1692750.0 5416950.0 0.0
1693050.0 5416950.0 0.0
1693350.0 5416950.0 0.0
1693650.0 5416950.0 0.0
1693950.0 5416950.0 0.0
1694250.0 5416950.0 0.0
1694550.0 5416950.0 0.0
1694850.0 5416950.0 0.0
1695150.0 5416950.0 0.0
1695450.0 5416950.0 0.0
1660650.0 5416650.0 0.0
1660950.0 5416650.0 0.0
1661250.0 5416650.0 0.0
1661550.0 5416650.0 0.0
1661850.0 5416650.0 0.0
1662150.0 5416650.0 0.0
1662450.0 5416650.0 0.0
1662750.0 5416650.0 0.0
1663050.0 5416650.0 0.0
1663350.0 5416650.0 0.0
1663650.0 5416650.0 0.0
1663950.0 5416650.0 0.0
1664250.0 5416650.0 0.0
1664550.0 5416650.0 0.0
1664850.0 5416650.0 0.0
1665150.0 5416650.0 0.0
1665450.0 5416650.0 0.0
1665750.0 5416650.0 0.0
1666050.0 5416650.0 0.0
1666350.0 5416650.0 0.0
1666650.0 5416650.0 0.0
1666950.0 5416650.0 0.0
1667250.0 5416650.0 0.0
1667550.0 5416650.0 0.0
1667850.0 5416650.0 0.0
1668150.0 5416650.0 0.0
1668450.0 5416650.0 0.0
1668750.0 5416650.0 0.0
1669050.0 5416650.0 0.0
1669350.0 5416650.0 0.0
1669650.0 5416650.0 0.0
1669950.0 5416650.0 0.0
1670250.0 5416650.0 0.0
1670550.0 5416650.0 0.0
1670850.0 5416650.0 0.0
1671150.0 5416650.0 0.0
1671450.0 5416650.0 0.0
1671750.0 5416650.0 0.0
1672050.0 5416650.0 0.0
1672350.0 5416650.0 0.0
1672650.0 5416650.0 0.0
1672950.0 5416650.0 0.0
1673250.0 5416650.0 0.0
1673550.0 5416650.0 0.0
1673850.0 5416650.0 0.0
1674150.0 5416650.0 0.0
1674450.0 5416650.0 0.0
1674750.0 5416650.0 0.0
1675050.0 5416650.0 0.0
1675350.0 5416650.0 0.0
1675650.0 5416650.0 0.0
1675950.0 5416650.0 0.0
1676250.0 5416650.0 0.0
1676550.0 5416650.0 0.0
1676850.0 5416650.0 0.0
1677150.0 5416650.0 0.0
1677450.0 5416650.0 0.0
1677750.0 5416650.0 0.0
1678050.0 5416650.0 0.0
1678350.0 5416650.0 0.0
1678650.0 5416650.0 0.0
1678950.0 5416650.0 0.0
1679250.0 5416650.0 0.0
1679550.0 5416650.0 0.0
1679850.0 5416650.0 0.0
1680150.0 5416650.0 0.0
1680450.0 5416650.0 0.0
1680750.0 5416650.0 0.0
1681050.0 5416650.0 0.0
1681350.0 5416650.0 0.0
1681650.0 5416650.0 0.0
1681950.0 5416650.0 0.0
1682250.0 5416650.0 0.0
1682550.0 5416650.0 0.0
1682850.0 5416650.0 0.0
1683150.0 5416650.0 0.0
1683450.0 5416650.0 0.0
1683750.0 5416650.0 0.0
1684050.0 5416650.0 0.0
1684350.0 5416650.0 0.0
1684650.0 5416650.0 0.0
1684950.0 5416650.0 0.0
1685250.0 5416650.0 0.0
1685550.0 5416650.0 111.072
1685850.0 5416650.0 60.801
1686150.0 5416650.0 26.386
1686450.0 5416650.0 5.852
1686750.0 5416650.0 2.765
1687050.0 5416650.0 4.755
1687350.0 5416650.0 3.343
1687650.0 5416650.0 13.052
1687950.0 5416650.0 13.052
1688250.0 5416650.0 13.052
1688550.0 5416650.0 12.91
1688850.0 5416650.0 12.91
1689150.0 5416650.0 12.91
1689450.0 5416650.0 -0.5
1689750.0 5416650.0 -0.5
1690050.0 5416650.0 -0.5
1690350.0 5416650.0 0.0
1690650.0 5416650.0 0.0
1690950.0 5416650.0 0.0
1691250.0 5416650.0 0.0
1691550.0 5416650.0 0.0
1691850.0 5416650.0 0.0
1692150.0 5416650.0 0.0
1692450.0 5416650.0 0.0
1692750.0 5416650.0 0.0
1693050.0 5416650.0 0.0
1693350.0 5416650.0 0.0
1693650.0 5416650.0 0.0
1693950.0 5416650.0 0.0
1694250.0 5416650.0 0.0
1694550.0 5416650.0 0.0
1694850.0 5416650.0 0.0
1695150.0 5416650.0 0.0
1695450.0 5416650.0 0.0
1660650.0 5416350.0 0.0
1660950.0 5416350.0 0.0
1661250.0 5416350.0 0.0
1661550.0 5416350.0 0.0
1661850.0 5416350.0 0.0
1662150.0 5416350.0 0.0
1662450.0 5416350.0 0.0
1662750.0 5416350.0 0.0
1663050.0 5416350.0 0.0
1663350.0 5416350.0 0.0
1663650.0 5416350.0 0.0
1663950.0 5416350.0 0.0
1664250.0 5416350.0 0.0
1664550.0 5416350.0 0.0
1664850.0 5416350.0 0.0
1665150.0 5416350.0 0.0
1665450.0 5416350.0 0.0
1665750.0 5416350.0 0.0
1666050.0 5416350.0 0.0
1666350.0 5416350.0 0.0
1666650.0 5416350.0 0.0
1666950.0 5416350.0 0.0
1667250.0 5416350.0 0.0
1667550.0 5416350.0 0.0
1667850.0 5416350.0 0.0
1668150.0 5416350.0 0.0
1668450.0 5416350.0 0.0
1668750.0 5416350.0 0.0
1669050.0 5416350.0 0.0
1669350.0 5416350.0 0.0
1669650.0 5416350.0 0.0
1669950.0 5416350.0 0.0
1670250.0 5416350.0 0.0
1670550.0 5416350.0 0.0
1670850.0 5416350.0 0.0
1671150.0 5416350.0 0.0
1671450.0 5416350.0 0.0
1671750.0 5416350.0 0.0
1672050.0 5416350.0 0.0
1672350.0 5416350.0 0.0
1672650.0 5416350.0 0.0
1672950.0 5416350.0 0.0
1673250.0 5416350.0 0.0
1673550.0 5416350.0 0.0
1673850.0 5416350.0 0.0
1674150.0 5416350.0 0.0
1674450.0 5416350.0 0.0
1674750.0 5416350.0 0.0
1675050.0 5416350.0 0.0
1675350.0 5416350.0 0.0
1675650.0 5416350.0 0.0
1675950.0 5416350.0 0.0
1676250.0 5416350.0 0.0
1676550.0 5416350.0 0.0
1676850.0 5416350.0 0.0
1677150.0 5416350.0 0.0
1677450.0 5416350.0 0.0
1677750.0 5416350.0 0.0
1678050.0 5416350.0 0.0
1678350.0 5416350.0 0.0
1678650.0 5416350.0 0.0
1678950.0 5416350.0 0.0
1679250.0 5416350.0 0.0
1679550.0 5416350.0 0.0
1679850.0 5416350.0 0.0
1680150.0 5416350.0 0.0
1680450.0 5416350.0 0.0
1680750.0 5416350.0 0.0
1681050.0 5416350.0 0.0
1681350.0 5416350.0 0.0
1681650.0 5416350.0 0.0
1681950.0 5416350.0 0.0
1682250.0 5416350.0 0.0
1682550.0 5416350.0 0.0
1682850.0 5416350.0 0.0
1683150.0 5416350.0 0.0
1683450.0 5416350.0 0.0
1683750.0 5416350.0 0.0
1684050.0 5416350.0 0.0
1684350.0 5416350.0 0.0
1684650.0 5416350.0 0.0
1684950.0 5416350.0 0.0
1685250.0 5416350.0 147.366
1685550.0 5416350.0 33.317
1685850.0 5416350.0 2.814
1686150.0 5416350.0 2.222
1686450.0 5416350.0 3.449
1686750.0 5416350.0 3.279
1687050.0 5416350.0 4.576
1687350.0 5416350.0 6.919
1687650.0 5416350.0 13.052
1687950.0 5416350.0 13.052
1688250.0 5416350.0 13.052
1688550.0 5416350.0 13.052
1688850.0 5416350.0 13.052
1689150.0 5416350.0 12.91
1689450.0 5416350.0 -0.5
1689750.0 5416350.0 -0.5
1690050.0 5416350.0 -0.5
1690350.0 5416350.0 -0.5
1690650.0 5416350.0 0.0
1690950.0 5416350.0 0.0
1691250.0 5416350.0 0.0
1691550.0 5416350.0 0.0
1691850.0 5416350.0 0.0
1692150.0 5416350.0 0.0
1692450.0 5416350.0 0.0
1692750.0 5416350.0 0.0
1693050.0 5416350.0 0.0
1693350.0 5416350.0 0.0
1693650.0 5416350.0 0.0
1693950.0 5416350.0 0.0
1694250.0 5416350.0 0.0
1694550.0 5416350.0 0.0
1694850.0 5416350.0 0.0
1695150.0 5416350.0 0.0
1695450.0 5416350.0 0.0
1660650.0 5416050.0 0.0
1660950.0 5416050.0 0.0
1661250.0 5416050.0 0.0
1661550.0 5416050.0 0.0
1661850.0 5416050.0 0.0
1662150.0 5416050.0 0.0
1662450.0 5416050.0 0.0
1662750.0 5416050.0 0.0
1663050.0 5416050.0 0.0
1663350.0 5416050.0 0.0
1663650.0 5416050.0 0.0
1663950.0 5416050.0 0.0
1664250.0 5416050.0 0.0
1664550.0 5416050.0 0.0
1664850.0 5416050.0 0.0
1665150.0 5416050.0 0.0
1665450.0 5416050.0 0.0
1665750.0 5416050.0 0.0
1666050.0 5416050.0 0.0
1666350.0 5416050.0 0.0
1666650.0 5416050.0 0.0
1666950.0 5416050.0 0.0
1667250.0 5416050.0 0.0
1667550.0 5416050.0 0.0
1667850.0 5416050.0 0.0
1668150.0 5416050.0 0.0
1668450.0 5416050.0 0.0
1668750.0 5416050.0 0.0
1669050.0 5416050.0 0.0
1669350.0 5416050.0 0.0
1669650.0 5416050.0 0.0
1669950.0 5416050.0 0.0
1670250.0 5416050.0 0.0
1670550.0 5416050.0 0.0
1670850.0 5416050.0 0.0
1671150.0 5416050.0 0.0
1671450.0 5416050.0 0.0
1671750.0 5416050.0 0.0
1672050.0 5416050.0 0.0
1672350.0 5416050.0 0.0
1672650.0 5416050.0 0.0
1672950.0 5416050.0 0.0
1673250.0 5416050.0 0.0
1673550.0 5416050.0 0.0
1673850.0 5416050.0 0.0
1674150.0 5416050.0 0.0
1674450.0 5416050.0 0.0
1674750.0 5416050.0 0.0
1675050.0 5416050.0 0.0
1675350.0 5416050.0 0.0
1675650.0 5416050.0 0.0
1675950.0 5416050.0 0.0
1676250.0 5416050.0 0.0
1676550.0 5416050.0 0.0
1676850.0 5416050.0 0.0
1677150.0 5416050.0 0.0
1677450.0 5416050.0 0.0
1677750.0 5416050.0 0.0
1678050.0 5416050.0 0.0
1678350.0 5416050.0 0.0
1678650.0 5416050.0 0.0
1678950.0 5416050.0 0.0
1679250.0 5416050.0 0.0
1679550.0 5416050.0 0.0
1679850.0 5416050.0 0.0
1680150.0 5416050.0 0.0
1680450.0 5416050.0 0.0
1680750.0 5416050.0 0.0
1681050.0 5416050.0 0.0
1681350.0 5416050.0 0.0
1681650.0 5416050.0 0.0
1681950.0 5416050.0 0.0
1682250.0 5416050.0 0.0
1682550.0 5416050.0 0.0
1682850.0 5416050.0 0.0
1683150.0 5416050.0 0.0
1683450.0 5416050.0 0.0
1683750.0 5416050.0 0.0
1684050.0 5416050.0 0.0
1684350.0 5416050.0 0.0
1684650.0 5416050.0 233.439
1684950.0 5416050.0 177.961
1685250.0 5416050.0 40.383
1685550.0 5416050.0 2.874
1685850.0 5416050.0 3.12
1686150.0 5416050.0 2.065
1686450.0 5416050.0 2.971
1686750.0 5416050.0 4.223
1687050.0 5416050.0 3.687
1687350.0 5416050.0 10.985
1687650.0 5416050.0 10.985
1687950.0 5416050.0 10.985
1688250.0 5416050.0 13.052
1688550.0 5416050.0 13.052
1688850.0 5416050.0 13.052
1689150.0 5416050.0 -0.5
1689450.0 5416050.0 -0.5
1689750.0 5416050.0 -0.5
1690050.0 5416050.0 -0.5
1690350.0 5416050.0 -0.5
1690650.0 5416050.0 0.0
1690950.0 5416050.0 0.0
1691250.0 5416050.0 0.0
1691550.0 5416050.0 0.0
1691850.0 5416050.0 0.0
1692150.0 5416050.0 0.0
1692450.0 5416050.0 0.0
1692750.0 5416050.0 0.0
1693050.0 5416050.0 0.0
1693350.0 5416050.0 0.0
1693650.0 5416050.0 0.0
1693950.0 5416050.0 0.0
1694250.0 5416050.0 0.0
1694550.0 5416050.0 0.0
1694850.0 5416050.0 0.0
1695150.0 5416050.0 0.0
1695450.0 5416050.0 0.0
1660650.0 5415750.0 0.0
1660950.0 5415750.0 0.0
1661250.0 5415750.0 0.0
1661550.0 5415750.0 0.0
1661850.0 5415750.0 0.0
1662150.0 5415750.0 0.0
1662450.0 5415750.0 0.0
1662750.0 5415750.0 0.0
1663050.0 5415750.0 0.0
1663350.0 5415750.0 0.0
1663650.0 5415750.0 0.0
1663950.0 5415750.0 0.0
1664250.0 5415750.0 0.0
1664550.0 5415750.0 0.0
1664850.0 5415750.0 0.0
1665150.0 5415750.0 0.0
1665450.0 5415750.0 0.0
1665750.0 5415750.0 0.0
1666050.0 5415750.0 0.0
1666350.0 5415750.0 0.0
1666650.0 5415750.0 0.0
1666950.0 5415750.0 0.0
1667250.0 5415750.0 0.0
1667550.0 5415750.0 0.0
1667850.0 5415750.0 0.0
1668150.0 5415750.0 0.0
1668450.0 5415750.0 0.0
1668750.0 5415750.0 0.0
1669050.0 5415750.0 0.0
1669350.0 5415750.0 0.0
1669650.0 5415750.0 0.0
1669950.0 5415750.0 0.0
1670250.0 5415750.0 0.0
1670550.0 5415750.0 0.0
1670850.0 5415750.0 0.0
1671150.0 5415750.0 0.0
1671450.0 5415750.0 0.0
1671750.0 5415750.0 0.0
1672050.0 5415750.0 0.0
1672350.0 5415750.0 0.0
1672650.0 5415750.0 0.0
1672950.0 5415750.0 0.0
1673250.0 5415750.0 0.0
1673550.0 5415750.0 0.0
1673850.0 5415750.0 0.0
1674150.0 5415750.0 0.0
1674450.0 5415750.0 0.0
1674750.0 5415750.0 0.0
1675050.0 5415750.0 0.0
1675350.0 5415750.0 0.0
1675650.0 5415750.0 0.0
1675950.0 5415750.0 0.0
1676250.0 5415750.0 0.0
1676550.0 5415750.0 0.0
