obsnme,obsval,weight,obgnme,extra
trgw_2_33_7_20171031,33.778,0.0,trgw_2_33_7,
trgw_2_33_7_20171130,33.915,0.0,trgw_2_33_7,
trgw_2_33_7_20171231,33.992,0.0,trgw_2_33_7,
trgw_2_34_10_20151231,33.878,0.0,trgw_2_34_10,
trgw_2_34_10_20160131,34.09,0.0,trgw_2_34_10,
trgw_2_34_10_20160229,34.221,0.0,trgw_2_34_10,
trgw_2_34_10_20160331,34.239,0.0,trgw_2_34_10,
trgw_2_34_10_20160430,34.187,0.0,trgw_2_34_10,
trgw_2_34_10_20160531,34.084,0.0,trgw_2_34_10,
trgw_2_34_10_20160630,33.939,0.0,trgw_2_34_10,
trgw_2_34_10_20160731,33.763,0.0,trgw_2_34_10,
trgw_2_34_10_20160831,33.574,0.0,trgw_2_34_10,
trgw_2_34_10_20160930,33.519,0.0,trgw_2_34_10,
trgw_2_34_10_20161031,33.535,0.0,trgw_2_34_10,
trgw_2_34_10_20161130,33.643,0.0,trgw_2_34_10,
trgw_2_34_10_20161231,33.83,0.0,trgw_2_34_10,
trgw_2_34_10_20170131,33.939,0.0,trgw_2_34_10,
trgw_2_34_10_20170228,34.016,0.0,trgw_2_34_10,
trgw_2_34_10_20170331,34.047,0.0,trgw_2_34_10,
trgw_2_34_10_20170430,34.003,0.0,trgw_2_34_10,
trgw_2_34_10_20170531,33.916,0.0,trgw_2_34_10,
trgw_2_34_10_20170630,33.856,0.0,trgw_2_34_10,
trgw_2_34_10_20170731,33.772,0.0,trgw_2_34_10,
trgw_2_34_10_20170831,33.716,0.0,trgw_2_34_10,
trgw_2_34_10_20170930,33.643,0.0,trgw_2_34_10,
trgw_2_34_10_20171031,33.684,0.0,trgw_2_34_10,
trgw_2_34_10_20171130,33.81,0.0,trgw_2_34_10,
trgw_2_34_10_20171231,33.88,0.0,trgw_2_34_10,
trgw_2_3_8_20151231,34.641,0.0,trgw_2_3_8,
trgw_2_3_8_20160131,34.85,0.0,trgw_2_3_8,
trgw_2_3_8_20160229,34.983,0.0,trgw_2_3_8,
trgw_2_3_8_20160331,35.023,0.0,trgw_2_3_8,
trgw_2_3_8_20160430,34.987,0.0,trgw_2_3_8,
trgw_2_3_8_20160531,34.901,0.0,trgw_2_3_8,
trgw_2_3_8_20160630,34.767,0.0,trgw_2_3_8,
trgw_2_3_8_20160731,34.623,0.0,trgw_2_3_8,
trgw_2_3_8_20160831,34.507,0.0,trgw_2_3_8,
trgw_2_3_8_20160930,34.435,0.0,trgw_2_3_8,
trgw_2_3_8_20161031,34.421,0.0,trgw_2_3_8,
trgw_2_3_8_20161130,34.439,0.0,trgw_2_3_8,
trgw_2_3_8_20161231,34.58,0.0,trgw_2_3_8,
trgw_2_3_8_20170131,34.64,0.0,trgw_2_3_8,
trgw_2_3_8_20170228,34.703,0.0,trgw_2_3_8,
trgw_2_3_8_20170331,34.749,0.0,trgw_2_3_8,
trgw_2_3_8_20170430,34.744,0.0,trgw_2_3_8,
trgw_2_3_8_20170531,34.681,0.0,trgw_2_3_8,
trgw_2_3_8_20170630,34.614,0.0,trgw_2_3_8,
trgw_2_3_8_20170731,34.52,0.0,trgw_2_3_8,
trgw_2_3_8_20170831,34.452,0.0,trgw_2_3_8,
trgw_2_3_8_20170930,34.401,0.0,trgw_2_3_8,
trgw_2_3_8_20171031,34.397,0.0,trgw_2_3_8,
trgw_2_3_8_20171130,34.471,0.0,trgw_2_3_8,
trgw_2_3_8_20171231,34.51,0.0,trgw_2_3_8,
trgw_2_9_1_20151231,35.215,0.0,trgw_2_9_1,
trgw_2_9_1_20160131,35.488,0.0,trgw_2_9_1,
trgw_2_9_1_20160229,35.704,0.0,trgw_2_9_1,
trgw_2_9_1_20160331,35.798,0.0,trgw_2_9_1,
trgw_2_9_1_20160430,35.772,0.0,trgw_2_9_1,
trgw_2_9_1_20160531,35.662,0.0,trgw_2_9_1,
trgw_2_9_1_20160630,35.48,0.0,trgw_2_9_1,
trgw_2_9_1_20160731,35.26,0.0,trgw_2_9_1,
trgw_2_9_1_20160831,35.046,0.0,trgw_2_9_1,
trgw_2_9_1_20160930,34.894,0.0,trgw_2_9_1,
trgw_2_9_1_20161031,34.827,0.0,trgw_2_9_1,
trgw_2_9_1_20161130,34.83,0.0,trgw_2_9_1,
trgw_2_9_1_20161231,35.02,0.0,trgw_2_9_1,
trgw_2_9_1_20170131,35.132,0.0,trgw_2_9_1,
trgw_2_9_1_20170228,35.235,0.0,trgw_2_9_1,
trgw_2_9_1_20170331,35.316,0.0,trgw_2_9_1,
trgw_2_9_1_20170430,35.326,0.0,trgw_2_9_1,
trgw_2_9_1_20170531,35.24,0.0,trgw_2_9_1,
trgw_2_9_1_20170630,35.128,0.0,trgw_2_9_1,
trgw_2_9_1_20170731,34.974,0.0,trgw_2_9_1,
trgw_2_9_1_20170831,34.864,0.0,trgw_2_9_1,
trgw_2_9_1_20170930,34.78,0.0,trgw_2_9_1,
trgw_2_9_1_20171031,34.771,0.0,trgw_2_9_1,
trgw_2_9_1_20171130,34.875,0.0,trgw_2_9_1,
trgw_2_9_1_20171231,34.946,0.0,trgw_2_9_1,
